# Time(s) Theta1(rad) Theta2(rad)
3.729999999999999982e+00 4.430627238210264052e-01 -1.330342332416315054e+00
3.740000000000000213e+00 4.587746007446525387e-01 -1.255354523637167485e+00
3.750000000000000000e+00 4.712854565194113943e-01 -1.179672689187897916e+00
3.760000000000000231e+00 4.804903843886196846e-01 -1.103209798921580775e+00
3.770000000000000018e+00 4.862823461354354171e-01 -1.025837979957883617e+00
3.780000000000000249e+00 4.885467609642788478e-01 -9.473835330410470545e-01
3.790000000000000036e+00 4.871550629517694131e-01 -8.676206494831131266e-01
3.800000000000000266e+00 4.819571330392761754e-01 -7.862634170229167996e-01
3.810000000000000053e+00 4.727726326263723688e-01 -7.029557896762066438e-01
3.820000000000000284e+00 4.593815838718625644e-01 -6.172595900153475812e-01
3.830000000000000071e+00 4.415155090567174367e-01 -5.286418205509393342e-01
3.839999999999999858e+00 4.188528794756866125e-01 -4.364657480524267719e-01
3.850000000000000089e+00 3.910284811528928484e-01 -3.399980703500168344e-01
3.859999999999999876e+00 3.576792253059006832e-01 -2.384621665279810787e-01
3.870000000000000107e+00 3.185726305260772606e-01 -1.312006488730686482e-01
3.879999999999999893e+00 2.738868311696103786e-01 -1.804421760396347080e-02
3.890000000000000124e+00 2.246532994905855452e-01 1.000894576372084593e-01
3.899999999999999911e+00 1.730818600821459052e-01 2.207381875529616788e-01
3.910000000000000142e+00 1.221739982637711219e-01 3.403874694319773409e-01
3.919999999999999929e+00 7.461578722115362605e-02 4.559360185488696149e-01
3.930000000000000160e+00 3.197586524832295857e-02 5.657501892268285149e-01
3.939999999999999947e+00 -5.234258614565227147e-03 6.695599646014560591e-01
3.950000000000000178e+00 -3.711082718897708299e-02 7.678459942756119538e-01
3.959999999999999964e+00 -6.399180507084310798e-02 8.613532123391350881e-01
3.970000000000000195e+00 -8.626519356805138761e-02 9.508446543588772171e-01
3.979999999999999982e+00 -1.042910352885197955e-01 1.037007588280331127e+00
3.990000000000000213e+00 -1.183779581620265364e-01 1.120430246318981471e+00
4.000000000000000000e+00 -1.287820365161571612e-01 1.201605756576253237e+00
4.009999999999999787e+00 -1.357134503982216911e-01 1.280944305503478375e+00
4.020000000000000462e+00 -1.393450359695686813e-01 1.358786184188270019e+00
4.030000000000000249e+00 -1.398205420773721008e-01 1.435413267070143384e+00
4.040000000000000036e+00 -1.372619140857181119e-01 1.511058382222917551e+00
4.049999999999999822e+00 -1.317755022461801206e-01 1.585912722193709490e+00
4.060000000000000497e+00 -1.234572814072583957e-01 1.660131644445741461e+00
4.070000000000000284e+00 -1.123972090828984360e-01 1.733839230141472010e+00
4.080000000000000071e+00 -9.868283509994006664e-02 1.807131929845642304e+00
4.089999999999999858e+00 -8.240224857768010946e-02 1.880081570141694414e+00
4.099999999999999645e+00 -6.364642098038783558e-02 1.952737941319956816e+00
4.110000000000000320e+00 -4.251098484752548895e-02 2.025131139067285257e+00
4.120000000000000107e+00 -1.909747479309005166e-02 2.097273785001826596e+00
4.129999999999999893e+00 6.485942089941637220e-03 2.169163218272499805e+00
4.139999999999999680e+00 3.412421844255179165e-02 2.240783709507113475e+00
4.150000000000000355e+00 6.369562377169823986e-02 2.312108717424916637e+00
4.160000000000000142e+00 9.507233613865612165e-02 2.383103181185365571e+00
4.169999999999999929e+00 1.281213666132542395e-01 2.453725820018108017e+00
4.179999999999999716e+00 1.627057444317367985e-01 2.523931395008833789e+00
4.190000000000000391e+00 1.986858842607118203e-01 2.593672879631345740e+00
4.200000000000000178e+00 2.359210540200255279e-01 2.662903482216305573e+00
4.209999999999999964e+00 2.742708674429175653e-01 2.731578472552910863e+00
4.219999999999999751e+00 3.135967298946570891e-01 2.799656767933436541e+00
4.230000000000000426e+00 3.537631801913361240e-01 2.867102251946513469e+00
4.240000000000000213e+00 3.946390834611611664e-01 2.933884811955264293e+00
4.250000000000000000e+00 4.360986452728761731e-01 2.999981093807035482e+00
4.259999999999999787e+00 4.780222301794552209e-01 3.065374987251393790e+00
4.270000000000000462e+00 5.202969817861280433e-01 3.130057863951917430e+00
4.280000000000000249e+00 5.628172500799117906e-01 3.194028596784137086e+00
4.290000000000000036e+00 6.054848393508364124e-01 3.257293393187139063e+00
4.299999999999999822e+00 6.482090949047991657e-01 3.319865475712342917e+00
4.310000000000000497e+00 6.909068495047027136e-01 3.381764642621289063e+00
4.320000000000000284e+00 7.335022539640606576e-01 3.443016740883265481e+00
4.330000000000000071e+00 7.759264999436670251e-01 3.503653064074538026e+00
4.339999999999999858e+00 8.181174708167103793e-01 3.563709715212740825e+00
4.350000000000000533e+00 8.600193228509344090e-01 3.623226935254304504e+00
4.360000000000000320e+00 9.015820116123494099e-01 3.682248412419776962e+00
4.370000000000000107e+00 9.427607789154183182e-01 3.740820583269863331e+00
4.379999999999999893e+00 9.835156006695187081e-01 3.798991924618667415e+00
4.389999999999999680e+00 1.023810603778613215e+00 3.856812238679186766e+00
4.400000000000000355e+00 1.063613453167419287e+00 3.914331928104465952e+00
4.410000000000000142e+00 1.102894711788557913e+00 3.971601260289706392e+00
4.419999999999999929e+00 1.141627171294269161e+00 4.028669611852725652e+00
4.429999999999999716e+00 1.179785154153513371e+00 4.085584690545496223e+00
4.440000000000000391e+00 1.217343788295805362e+00 4.142391730215512879e+00
4.450000000000000178e+00 1.254278252248499648e+00 4.199132651937557803e+00
4.459999999999999964e+00 1.290562995529868751e+00 4.255845192099324770e+00
4.469999999999999751e+00 1.326170939681770244e+00 4.312561998901951910e+00
4.480000000000000426e+00 1.361072670294658504e+00 4.369309704858455490e+00
4.490000000000000213e+00 1.395235630596572518e+00 4.426107983720283912e+00
4.500000000000000000e+00 1.428623341762353061e+00 4.482968617055846927e+00
4.509999999999999787e+00 1.461194674663138793e+00 4.539894598436597484e+00
4.520000000000000462e+00 1.492903209929687947e+00 4.596879314969795516e+00
4.530000000000000249e+00 1.523696724244879785e+00 4.653905854321989111e+00
4.540000000000000036e+00 1.553516858790306321e+00 4.710946503063082602e+00
4.549999999999999822e+00 1.582299003951791683e+00 4.767962488703859414e+00
4.560000000000000497e+00 1.609972469582394483e+00 4.824904049641332904e+00
4.570000000000000284e+00 1.636460973467429802e+00 4.881710890209599363e+00
4.580000000000000071e+00 1.661683471748250707e+00 4.938313069483418971e+00
4.589999999999999858e+00 1.685555347369562806e+00 4.994632353949827852e+00
4.600000000000000533e+00 1.707989930415745983e+00 5.050584032309561877e+00
4.610000000000000320e+00 1.728900316334674114e+00 5.106079172697487678e+00
4.620000000000000107e+00 1.748201369839897490e+00 5.161027203364083604e+00
4.629999999999999893e+00 1.765811830371837754e+00 5.215338735410346871e+00
4.639999999999999680e+00 1.781656381311616855e+00 5.268928470183120716e+00
4.650000000000000355e+00 1.795667544084690759e+00 5.321718023254446095e+00
4.660000000000000142e+00 1.807787279416838588e+00 5.373638518019709487e+00
4.669999999999999929e+00 1.817968188053064260e+00 5.424632802736200077e+00
4.679999999999999716e+00 1.826174243223888105e+00 5.474657188280112941e+00
4.690000000000000391e+00 1.832381027755516145e+00 5.523682649474148221e+00
4.700000000000000178e+00 1.836575484237102485e+00 5.571695474492151412e+00
4.709999999999999964e+00 1.838755220616211883e+00 5.618697389507171458e+00
4.719999999999999751e+00 1.838927468799484100e+00 5.664705260136861931e+00
4.730000000000000426e+00 1.837107719951147633e+00 5.709750384204057561e+00
4.740000000000000213e+00 1.833318209582145863e+00 5.753877581172741174e+00
4.750000000000000000e+00 1.827586257567251904e+00 5.797144088906539316e+00
4.759999999999999787e+00 1.819942593625279548e+00 5.839618435939187613e+00
4.770000000000000462e+00 1.810419690004474225e+00 5.881379335000010755e+00
4.780000000000000249e+00 1.799050154083716047e+00 5.922514687113151766e+00
4.790000000000000036e+00 1.785865197732559473e+00 5.963120749499503326e+00
4.799999999999999822e+00 1.770893190666014583e+00 6.003301514603466060e+00
4.810000000000000497e+00 1.754158283509960725e+00 6.043168332340995264e+00
4.820000000000000284e+00 1.735679084026876984e+00 6.082839809992182545e+00
4.830000000000000071e+00 1.715467351691496445e+00 6.122442016266266052e+00
4.839999999999999858e+00 1.693526668977678673e+00 6.162109021179236201e+00
4.850000000000000533e+00 1.669851037792036585e+00 6.201983809901046918e+00
4.860000000000000320e+00 1.644423338828952197e+00 6.242219620876459096e+00
4.870000000000000107e+00 1.617213580774727433e+00 6.282981773091944611e+00
4.879999999999999893e+00 1.588176851753855479e+00 6.324450068057020147e+00
4.889999999999999680e+00 1.557250870839369528e+00 6.366821875365197947e+00
4.900000000000000355e+00 1.524353023091044257e+00 6.410316032810499109e+00
4.910000000000000142e+00 1.489376753324734626e+00 6.455177705801872001e+00
4.919999999999999929e+00 1.452187210250320382e+00 6.501684330875102447e+00
4.929999999999999716e+00 1.412616119906026979e+00 6.550152644516781031e+00
4.940000000000000391e+00 1.370456082871810866e+00 6.600946504215663424e+00
4.950000000000000178e+00 1.325455078781054841e+00 6.654484378079079221e+00
4.959999999999999964e+00 1.277313320341697089e+00 6.711243483814653743e+00
4.969999999999999751e+00 1.225687578996051075e+00 6.771753379622733604e+00
4.980000000000000426e+00 1.170214276488653171e+00 6.836563154391970265e+00
4.990000000000000213e+00 1.110573443840554786e+00 6.906151179325611622e+00
5.000000000000000000e+00 1.046627803918517730e+00 6.980729220160150739e+00
5.009999999999999787e+00 9.786601088798655423e-01 7.059908040325330703e+00
5.020000000000000462e+00 9.076360292003046171e-01 7.142325768149006215e+00
5.030000000000000249e+00 8.352334796396069239e-01 7.225602251249846120e+00
5.040000000000000036e+00 7.633980596052629686e-01 7.306958048461454247e+00
5.049999999999999822e+00 6.936763685997608953e-01 7.384147716402964079e+00
5.060000000000000497e+00 6.268768297056869221e-01 7.455937650950982487e+00
5.070000000000000284e+00 5.631737647976259309e-01 7.521964685171673715e+00
5.080000000000000071e+00 5.023725516913436495e-01 7.582368931598853834e+00
5.089999999999999858e+00 4.441219922142134457e-01 7.637499508876793186e+00
5.100000000000000533e+00 3.880331286818151648e-01 7.687750152336625398e+00
5.110000000000000320e+00 3.337329910638845987e-01 7.733485141965695142e+00
5.120000000000000107e+00 2.808839994516784677e-01 7.775012902908726709e+00
5.129999999999999893e+00 2.291877495530654785e-01 7.812581357826227091e+00
5.139999999999999680e+00 1.783826065170415476e-01 7.846382047143584337e+00
5.150000000000000355e+00 1.282394073052223193e-01 7.876557144119786358e+00
5.160000000000000142e+00 7.855708760273924507e-02 7.903206928374352458e+00
5.169999999999999929e+00 2.915892443919575194e-02 7.926396828853460974e+00
5.179999999999999716e+00 -2.011040500052537622e-02 7.946163812410189209e+00
5.190000000000000391e+00 -6.938695380178175331e-02 7.962522159762857932e+00
5.200000000000000178e+00 -1.187889077115253378e-01 7.975468751866679362e+00
5.209999999999999964e+00 -1.684173698617042469e-01 7.984987994069056683e+00
5.219999999999999751e+00 -2.183566458201522953e-01 7.991056475619971344e+00
5.230000000000000426e+00 -2.686741507151312880e-01 7.993647421394582508e+00
5.240000000000000213e+00 -3.194200616776406987e-01 7.992734944932422536e+00
5.250000000000000000e+00 -3.706268363544301669e-01 7.988298069196913431e+00
5.259999999999999787e+00 -4.223087215681384787e-01 7.980324450197320729e+00
5.270000000000000462e+00 -4.744613658590495220e-01 7.968813708882904301e+00
5.280000000000000249e+00 -5.270616383714663566e-01 7.953780271512767897e+00
5.290000000000000036e+00 -5.800677343512142814e-01 7.935255623749479348e+00
5.299999999999999822e+00 -6.334196225597502616e-01 7.913289904591875867e+00
5.310000000000000497e+00 -6.870398551228976691e-01 7.887952804053340650e+00
5.320000000000000284e+00 -7.408347302398305967e-01 7.859333767775916080e+00
5.330000000000000071e+00 -7.946957665320231179e-01 7.827541557403169037e+00
5.339999999999999858e+00 -8.485014268984725216e-01 7.792703250973280760e+00
5.350000000000000533e+00 -9.021190149279436632e-01 7.754962796146378956e+00
5.360000000000000320e+00 -9.554066649206778283e-01 7.714479240820188544e+00
5.370000000000000107e+00 -1.008215357652913591e+00 7.671424756683229873e+00
5.379999999999999893e+00 -1.060390902395163426e+00 7.625982565400223123e+00
5.389999999999999680e+00 -1.111775849794818694e+00 7.578344842933077530e+00
5.400000000000000355e+00 -1.162211318086613598e+00 7.528710652421122695e+00
5.410000000000000142e+00 -1.211538731764686405e+00 7.477283925930190200e+00
5.419999999999999929e+00 -1.259601480324046063e+00 7.424271498587912355e+00
5.429999999999999716e+00 -1.306246519532529238e+00 7.369881165174680504e+00
5.440000000000000391e+00 -1.351325918251268243e+00 7.314319751244135581e+00
5.450000000000000178e+00 -1.394698361241474949e+00 7.257791171441167144e+00
5.459999999999999964e+00 -1.436230598888242671e+00 7.200494467964994705e+00
5.469999999999999751e+00 -1.475798821254666437e+00 7.142621838229314513e+00
5.480000000000000426e+00 -1.513289921234689528e+00 7.084356677040652528e+00
5.490000000000000213e+00 -1.548602601088512554e+00 7.025871677485193700e+00
5.500000000000000000e+00 -1.581648274108620189e+00 6.967327041727982007e+00
5.509999999999999787e+00 -1.612351710709747588e+00 6.908868864579288172e+00
5.520000000000000462e+00 -1.640651388826535717e+00 6.850627746980144650e+00
5.530000000000000249e+00 -1.666499521379910531e+00 6.792717687161756501e+00
5.540000000000000036e+00 -1.689861751069010598e+00 6.735235280640472055e+00
5.549999999999999822e+00 -1.710716517532697711e+00 6.678259243707356241e+00
5.560000000000000497e+00 -1.729054122112313907e+00 6.621850252030026418e+00
5.570000000000000284e+00 -1.744875528549236332e+00 6.566051066008407489e+00
5.580000000000000071e+00 -1.758190947007535865e+00 6.510886898659117961e+00
5.589999999999999858e+00 -1.769018253289661891e+00 6.456365969241666392e+00
5.600000000000000533e+00 -1.777381294293124636e+00 6.402480178224452700e+00
5.610000000000000320e+00 -1.783308124822378993e+00 6.349205839138345908e+00
5.620000000000000107e+00 -1.786829218212060866e+00 6.296504393714292824e+00
5.629999999999999893e+00 -1.787975674055354514e+00 6.244323050510770301e+00
5.639999999999999680e+00 -1.786777439342897233e+00 6.192595285876786981e+00
5.650000000000000355e+00 -1.783261547887627252e+00 6.141241148808986416e+00
5.660000000000000142e+00 -1.777450366766193168e+00 6.090167318945727715e+00
5.669999999999999929e+00 -1.769359830803089562e+00 6.039266864516650735e+00
5.679999999999999716e+00 -1.758997633987231746e+00 5.988418650621281536e+00
5.690000000000000391e+00 -1.746361339103766896e+00 5.937486346381211533e+00
5.700000000000000178e+00 -1.731436362985453670e+00 5.886316982035390666e+00
5.709999999999999964e+00 -1.714193795527771513e+00 5.834739014383783839e+00
5.719999999999999751e+00 -1.694588028601838658e+00 5.782559883558935354e+00
5.730000000000000426e+00 -1.672554213718578486e+00 5.729563104302426879e+00
5.740000000000000213e+00 -1.648005666091916899e+00 5.675505068823739840e+00
5.750000000000000000e+00 -1.620831549508219283e+00 5.620112035503861847e+00
5.759999999999999787e+00 -1.590895579255954484e+00 5.563078333696014788e+00
5.770000000000000462e+00 -1.558037327724137278e+00 5.504067991014760963e+00
5.780000000000000249e+00 -1.522079199377791348e+00 5.442724063485700370e+00
5.790000000000000036e+00 -1.482844671733144715e+00 5.378693503646891472e+00
5.799999999999999822e+00 -1.440196846542498799e+00 5.311680299524300430e+00
5.810000000000000497e+00 -1.394108466695603399e+00 5.241542749748264285e+00
5.820000000000000284e+00 -1.344767556431827771e+00 5.168441283238994544e+00
5.830000000000000071e+00 -1.292692664691806659e+00 5.093001386614971260e+00
5.839999999999999858e+00 -1.238778080754812549e+00 5.016381146580653372e+00
5.850000000000000533e+00 -1.184173321269158308e+00 4.940109334828591159e+00
5.860000000000000320e+00 -1.130009606312065262e+00 4.865709858616741101e+00
5.870000000000000107e+00 -1.077139142912385106e+00 4.794341837872959644e+00
5.879999999999999893e+00 -1.026037001772426960e+00 4.726663417139457479e+00
5.889999999999999680e+00 -9.768564998982068870e-01 4.662907202565001796e+00
5.900000000000000355e+00 -9.295413065157572818e-01 4.603033582466397711e+00
5.910000000000000142e+00 -8.839239752249170579e-01 4.546865015853552627e+00
5.919999999999999929e+00 -8.397906264279861865e-01 4.494173635418730939e+00
5.929999999999999716e+00 -7.969169093108753321e-01 4.444729493237096207e+00
5.940000000000000391e+00 -7.550855464016683616e-01 4.398323750286899703e+00
5.950000000000000178e+00 -7.140935639545409330e-01 4.354777961788290241e+00
5.959999999999999964e+00 -6.737542370281106585e-01 4.313946319679507369e+00
5.969999999999999751e+00 -6.338965531236575579e-01 4.275714632509481028e+00
5.980000000000000426e+00 -5.943636600533341863e-01 4.239997980009266421e+00
5.990000000000000213e+00 -5.550110361769639011e-01 4.206737982105733131e+00
6.000000000000000000e+00 -5.157047382495200116e-01 4.175900098490876289e+00
6.009999999999999787e+00 -4.763198872693907293e-01 4.147471107926564926e+00
6.020000000000000462e+00 -4.367394581220125915e-01 4.121456786053534493e+00
6.030000000000000249e+00 -3.968533954300020872e-01 4.097879740071748600e+00
6.040000000000000036e+00 -3.565580567747804186e-01 4.076777329825708840e+00
6.049999999999999822e+00 -3.157559780554836659e-01 4.058199599777410072e+00
6.060000000000000497e+00 -2.743559504852295938e-01 4.042207147413215296e+00
6.070000000000000284e+00 -2.322733946748863632e-01 4.028868864293094099e+00
6.080000000000000071e+00 -1.894310109137730125e-01 4.018259501852766036e+00
6.089999999999999858e+00 -1.457596752949026075e-01 4.010457035901557887e+00
6.100000000000000533e+00 -1.011995382942071919e-01 4.005539831475577017e+00
6.110000000000000320e+00 -5.570126747092623426e-02 4.003583641172084207e+00
6.120000000000000107e+00 -9.227359442615708923e-03 4.004658505264343304e+00
6.129999999999999893e+00 3.824656817914884321e-02 4.008825655081846406e+00
6.140000000000000568e+00 8.673060443040719880e-02 4.016134549648375796e+00
6.150000000000000355e+00 1.362195946583742157e-01 4.026620194117819018e+00
6.160000000000000142e+00 1.866925074679573471e-01 4.040300891774716519e+00
6.169999999999999929e+00 2.381121961565629275e-01 4.057176567138817802e+00
6.179999999999999716e+00 2.904256034831044220e-01 4.077227765238096602e+00
6.190000000000000391e+00 3.435644227277867002e-01 4.100415384288313980e+00
6.200000000000000178e+00 3.974461890060762559e-01 4.126681141666973751e+00
6.209999999999999964e+00 4.519757376619852884e-01 4.155948713383258664e+00
6.219999999999999751e+00 5.070469388356010354e-01 4.188125437881322632e+00
6.230000000000000426e+00 5.625445949462239970e-01 4.223104430036358714e+00
6.240000000000000213e+00 6.183463832055317022e-01 4.260766931548966241e+00
6.250000000000000000e+00 6.743247379076302561e-01 4.300984728604565710e+00
6.259999999999999787e+00 7.303485750853767611e-01 4.343622478239281826e+00
6.270000000000000462e+00 7.862847865696619420e-01 4.388539799374335360e+00
6.280000000000000249e+00 8.419994677459667898e-01 4.435593049621876283e+00
6.290000000000000036e+00 8.973588550796465224e-01 4.484636716262299316e+00
6.299999999999999822e+00 9.522299885816994935e-01 4.535524414856504372e+00
6.310000000000000497e+00 1.006481125209160554e+00 4.588109503843835313e+00
6.320000000000000284e+00 1.059981951248397447e+00 4.642245364136306840e+00
6.330000000000000071e+00 1.112603651086894407e+00 4.697785408749403757e+00
6.339999999999999858e+00 1.164218900014016400e+00 4.754582910347207481e+00
6.350000000000000533e+00 1.214701844357981342e+00 4.812490732295744422e+00
6.360000000000000320e+00 1.263928140092608787e+00 4.871361067487741003e+00
6.370000000000000107e+00 1.311775106086033649e+00 4.931045272560069748e+00
6.379999999999999893e+00 1.358122043945571678e+00 4.991393886855523654e+00
6.390000000000000568e+00 1.402850758095224304e+00 5.052256904546955418e+00
6.400000000000000355e+00 1.445846292215752671e+00 5.113484349981852084e+00
6.410000000000000142e+00 1.486997876277352582e+00 5.174927180294228712e+00
6.419999999999999929e+00 1.526200055215461759e+00 5.236438509980166245e+00
6.429999999999999716e+00 1.563353947245697650e+00 5.297875121211263583e+00
6.440000000000000391e+00 1.598368562230969792e+00 5.359099197131389047e+00
6.450000000000000178e+00 1.631162095290324521e+00 5.419980190023219180e+00
6.459999999999999964e+00 1.661663105408451635e+00 5.480396720968285784e+00
6.469999999999999751e+00 1.689811492237050183e+00 5.540238402616285640e+00
6.480000000000000426e+00 1.715559196171142942e+00 5.599407482140358994e+00
6.490000000000000213e+00 1.738870566168179588e+00 5.657820217162495169e+00
6.500000000000000000e+00 1.759722364774586101e+00 5.715407921977319283e+00
6.509999999999999787e+00 1.778103404117048481e+00 5.772117648274798007e+00
6.520000000000000462e+00 1.794013833008767600e+00 5.827912495658852166e+00
6.530000000000000249e+00 1.807464115524845649e+00 5.882771574982771590e+00
6.540000000000000036e+00 1.818473755642065592e+00 5.936689669920033552e+00
6.549999999999999822e+00 1.827069830153954744e+00 5.989676658415751476e+00
6.560000000000000497e+00 1.833285393143242015e+00 6.041756765303458288e+00
6.570000000000000284e+00 1.837157810194101071e+00 6.092967720061934322e+00
6.580000000000000071e+00 1.838727072156645326e+00 6.143359892225798369e+00
6.589999999999999858e+00 1.838034126176303129e+00 6.192995471858143475e+00
6.600000000000000533e+00 1.835119248218535004e+00 6.241947754599005194e+00
6.610000000000000320e+00 1.830020468156647206e+00 6.290300583694898862e+00
6.620000000000000107e+00 1.822772043274943687e+00 6.338147993914517997e+00
6.629999999999999893e+00 1.813402979508819790e+00 6.385594104832836848e+00
6.640000000000000568e+00 1.801935550024114763e+00 6.432753289823935461e+00
6.650000000000000355e+00 1.788383788598426172e+00 6.479750667340811177e+00
6.660000000000000142e+00 1.772751954984505884e+00 6.526722977651592039e+00
6.669999999999999929e+00 1.755032829637334757e+00 6.573819842840427974e+00
6.679999999999999716e+00 1.735205874796392767e+00 6.621205520301475467e+00
6.690000000000000391e+00 1.713235146830691225e+00 6.669061167187840589e+00
6.700000000000000178e+00 1.689066921101797902e+00 6.717587676657705842e+00
6.709999999999999964e+00 1.662627009794776622e+00 6.767009096826178904e+00
6.719999999999999751e+00 1.633817809722153402e+00 6.817576547795193953e+00
6.730000000000000426e+00 1.602515284047146382e+00 6.869572340558752543e+00
6.740000000000000213e+00 1.568566420935038508e+00 6.923313526430200149e+00
6.750000000000000000e+00 1.531788408970926163e+00 6.979153137007411800e+00
6.759999999999999787e+00 1.491972143305469567e+00 7.037475454134884068e+00
6.770000000000000462e+00 1.448895203656293651e+00 7.098678103709009868e+00
6.780000000000000249e+00 1.402353514806568668e+00 7.163128031457854483e+00
6.790000000000000036e+00 1.352225513284157410e+00 7.231071851474863976e+00
6.799999999999999822e+00 1.298581531106439702e+00 7.302482388057828899e+00
6.810000000000000497e+00 1.241827411177225615e+00 7.376856099841408998e+00
6.820000000000000284e+00 1.182808970603926424e+00 7.453063373029214844e+00
6.830000000000000071e+00 1.122745857497983835e+00 7.529435756282325976e+00
6.839999999999999858e+00 1.062942912923160899e+00 7.604164354667151571e+00
6.850000000000000533e+00 1.004443932512968374e+00 7.675780889893068171e+00
6.860000000000000320e+00 9.478573774163239207e-01 7.743401336679238689e+00
6.870000000000000107e+00 8.933944197229697348e-01 7.806675016699257341e+00
6.879999999999999893e+00 8.410023143525547917e-01 7.865601407864112993e+00
6.890000000000000568e+00 7.904894286914807555e-01 7.920358483900605151e+00
6.900000000000000355e+00 7.416077953240710618e-01 7.971189762056395622e+00
6.910000000000000142e+00 6.940982407955926803e-01 8.018342921047667105e+00
6.919999999999999929e+00 6.477117410022801280e-01 8.062041054846567079e+00
6.929999999999999716e+00 6.022178093067792615e-01 8.102471656712028292e+00
6.940000000000000391e+00 5.574064788852698404e-01 8.139784342792747651e+00
6.950000000000000178e+00 5.130874262012594667e-01 8.174092504407623139e+00
6.959999999999999964e+00 4.690880355164168680e-01 8.205476491712159870e+00
6.969999999999999751e+00 4.252512678205614405e-01 8.233987220722186251e+00
6.980000000000000426e+00 3.814337309565445921e-01 8.259649735933907166e+00
6.990000000000000213e+00 3.375041169991929713e-01 8.282466575326722591e+00
7.000000000000000000e+00 2.933420604700812673e-01 8.302420934849337186e+00
7.009999999999999787e+00 2.488374218550516714e-01 8.319479689237224918e+00
7.020000000000000462e+00 2.038899771519811499e-01 8.333596346284657841e+00
7.030000000000000249e+00 1.584094817629318752e-01 8.344714008850196763e+00
7.040000000000000036e+00 1.123160693320900960e-01 8.352768402470676534e+00
7.049999999999999822e+00 6.554093628776271052e-02 8.357691004004347946e+00
7.060000000000000497e+00 1.802725301975293543e-02 8.359412276580970413e+00
7.070000000000000284e+00 -3.026876930105451557e-02 8.357864984243922990e+00
7.080000000000000071e+00 -7.937673895600608209e-02 8.352987525580914507e+00
7.089999999999999858e+00 -1.293109583605782098e-01 8.344727210191672739e+00
7.100000000000000533e+00 -1.800694242664665212e-01 8.333043320434365242e+00
7.110000000000000320e+00 -2.316330184481300569e-01 8.317909914849801467e+00
7.120000000000000107e+00 -2.839650060273283816e-01 8.299318154232940614e+00
7.129999999999999893e+00 -3.370108727516996083e-01 8.277278123656788722e+00
7.140000000000000568e+00 -3.906985579471084491e-01 8.251820023284700767e+00
7.150000000000000355e+00 -4.449390740877277595e-01 8.222994722452032335e+00
7.160000000000000142e+00 -4.996274904830972363e-01 8.190873679818846398e+00
7.169999999999999929e+00 -5.546442226708204748e-01 8.155548294334240111e+00
7.179999999999999716e+00 -6.098565535321353037e-01 8.117128782445018231e+00
7.190000000000000391e+00 -6.651203011493892481e-01 8.075742703697100566e+00
7.200000000000000178e+00 -7.202815502569889228e-01 8.031533266377207880e+00
7.209999999999999964e+00 -7.751783841669268593e-01 7.984657523581599747e+00
7.219999999999999751e+00 -8.296425621958013474e-01 7.935284566097495329e+00
7.230000000000000426e+00 -8.835011253557703004e-01 7.883593764952597560e+00
7.240000000000000213e+00 -9.365779251732110344e-01 7.829773099758710053e+00
7.250000000000000000e+00 -9.886950999337997814e-01 7.774017559635382213e+00
7.259999999999999787e+00 -1.039674532816391217e+00 7.716527581063657770e+00
7.270000000000000462e+00 -1.089339332706089403e+00 7.657507466687546227e+00
7.280000000000000249e+00 -1.137515375186630040e+00 7.597163721158451288e+00
7.290000000000000036e+00 -1.184032927443678718e+00 7.535703246957265122e+00
7.299999999999999822e+00 -1.228728361277562131e+00 7.473331360319688699e+00
7.310000000000000497e+00 -1.271445933542912909e+00 7.410249613055444939e+00
7.320000000000000284e+00 -1.312039585768739469e+00 7.346653440066354790e+00
7.330000000000000071e+00 -1.350374690901837926e+00 7.282729685810080511e+00
7.339999999999999858e+00 -1.386329657742825683e+00 7.218654091986600463e+00
7.350000000000000533e+00 -1.419797295771015877e+00 7.154588849094272618e+00
7.360000000000000320e+00 -1.450685847110175120e+00 7.090680322177151496e+00
7.370000000000000107e+00 -1.478919607250894330e+00 7.027057054212882292e+00
7.379999999999999893e+00 -1.504439078992139578e+00 6.963828134249202328e+00
7.390000000000000568e+00 -1.527200635488970226e+00 6.901081986148617453e+00
7.400000000000000355e+00 -1.547175699425717754e+00 6.838885598903080343e+00
7.410000000000000142e+00 -1.564349473727534745e+00 6.777284183323081912e+00
7.419999999999999929e+00 -1.578719281949053421e+00 6.716301205909717353e+00
7.429999999999999716e+00 -1.590292589010828150e+00 6.655938725171820280e+00
7.440000000000000391e+00 -1.599084780060009203e+00 6.596177931590903931e+00
7.450000000000000178e+00 -1.605116763772211463e+00 6.536979793209572343e+00
7.459999999999999964e+00 -1.608412470574676290e+00 6.478285680586703954e+00
7.469999999999999751e+00 -1.608996277115978257e+00 6.420017873449187285e+00
7.480000000000000426e+00 -1.606890387230208939e+00 6.362079829505139728e+00
7.490000000000000213e+00 -1.602112164819453621e+00 6.304356114578098413e+00
7.500000000000000000e+00 -1.594671396797402219e+00 6.246711884237060808e+00
7.509999999999999787e+00 -1.584567441066857763e+00 6.188991810592503917e+00
7.520000000000000462e+00 -1.571786194642979861e+00 6.131018341758212031e+00
7.530000000000000249e+00 -1.556296805404965955e+00 6.072589181398337921e+00
7.540000000000000036e+00 -1.538048051421204265e+00 6.013473886884659336e+00
7.549999999999999822e+00 -1.516964344386285468e+00 5.953409531955410117e+00
