# Time(s) Theta1(rad) Theta2(rad)
7.560000000000000497e+00 -1.492941421012455416e+00 5.892095524616231650e+00
7.570000000000000284e+00 -1.465842031560645964e+00 5.829188000499827993e+00
7.580000000000000071e+00 -1.435492525765071248e+00 5.764295014339266388e+00
7.589999999999999858e+00 -1.401682465787185139e+00 5.696975439904859329e+00
7.600000000000000533e+00 -1.364171970049553817e+00 5.626748055042424035e+00
7.610000000000000320e+00 -1.322716255152987852e+00 5.553123943261937256e+00
7.620000000000000107e+00 -1.277124371606370046e+00 5.475685979356892830e+00
7.629999999999999893e+00 -1.227375348469648353e+00 5.394248267192264024e+00
7.640000000000000568e+00 -1.173801466208589828e+00 5.309110461250083901e+00
7.650000000000000355e+00 -1.117277828426717745e+00 5.221324546315268655e+00
7.660000000000000142e+00 -1.059238049860027786e+00 5.132724895054819214e+00
7.669999999999999929e+00 -1.001354775899121918e+00 5.045495644587896678e+00
7.679999999999999716e+00 -9.450393267433020439e-01 4.961485575478973509e+00
7.690000000000000391e+00 -8.911378574921642315e-01 4.881791491093866675e+00
7.700000000000000178e+00 -8.399562969479710262e-01 4.806793020442343689e+00
7.709999999999999964e+00 -7.914468550712244754e-01 4.736407980332511869e+00
7.719999999999999751e+00 -7.453848700315598430e-01 4.670332810087103326e+00
7.730000000000000426e+00 -7.014809897457316978e-01 4.608193485136860446e+00
7.740000000000000213e+00 -6.594387820249740795e-01 4.549621696987078856e+00
7.750000000000000000e+00 -6.189797127197490534e-01 4.494286838195786338e+00
7.759999999999999787e+00 -5.798514811373703948e-01 4.441905790492810091e+00
7.770000000000000462e+00 -5.418287185324858202e-01 4.392242770813603592e+00
7.780000000000000249e+00 -5.047105882105137331e-01 4.345105322176771701e+00
7.790000000000000036e+00 -4.683174139708914940e-01 4.300339236178855273e+00
7.799999999999999822e+00 -4.324872744651787615e-01 4.257823581349552633e+00
7.810000000000000497e+00 -3.970729443381912360e-01 4.217466263850745634e+00
7.820000000000000284e+00 -3.619393047341593617e-01 4.179200202398984487e+00
7.830000000000000071e+00 -3.269612404031847497e-01 4.142980058249544406e+00
7.839999999999999858e+00 -2.920220014491272664e-01 4.108779406440511650e+00
7.850000000000000533e+00 -2.570119982339066911e-01 4.076588217660795266e+00
7.860000000000000320e+00 -2.218280034079985197e-01 4.046410523390457925e+00
7.870000000000000107e+00 -1.863727402434962876e-01 4.018262141905249329e+00
7.879999999999999893e+00 -1.505548442020947786e-01 3.992168355687184533e+00
7.890000000000000568e+00 -1.142891869330380783e-01 3.968161444856483033e+00
7.900000000000000355e+00 -7.749754968045967363e-02 3.946278001308151762e+00
7.910000000000000142e+00 -4.010962530667423059e-02 3.926555972311217779e+00
7.919999999999999929e+00 -2.064311855737943277e-03 3.909031421601313117e+00
7.930000000000000604e+00 3.668876018143489570e-02 3.893735033662780953e+00
7.940000000000000391e+00 7.618754987837519921e-02 3.880688440129015593e+00
7.950000000000000178e+00 1.164558891579468847e-01 3.869900501413735761e+00
7.959999999999999964e+00 1.575018623584608923e-01 3.861363725682712023e+00
7.969999999999999751e+00 1.993164336804563175e-01 3.855051048123864899e+00
7.980000000000000426e+00 2.418724741058775052e-01 3.850913208965829337e+00
7.990000000000000213e+00 2.851243244964534740e-01 3.848876959272268028e+00
8.000000000000000000e+00 3.290079954346149527e-01 3.848844283979985903e+00
8.009999999999999787e+00 3.734420541525558801e-01 3.850692758255492176e+00
8.019999999999999574e+00 4.183291854917701724e-01 3.854277059717657217e+00
8.029999999999999361e+00 4.635583579658231201e-01 3.859431567048903666e+00
8.040000000000000924e+00 5.090074704009577289e-01 3.865973879248566281e+00
8.050000000000000711e+00 5.545463231166347651e-01 3.873709025997112754e+00
8.060000000000000497e+00 6.000397415509052257e-01 3.882434098504355280e+00
8.070000000000000284e+00 6.453506859135789142e-01 3.891943023568836146e+00
8.080000000000000071e+00 6.903432009868061270e-01 3.902031223468755528e+00
8.089999999999999858e+00 7.348850907650215092e-01 3.912499944390688267e+00
8.099999999999999645e+00 7.788502368928666986e-01 3.923160087049847089e+00
8.109999999999999432e+00 8.221205134716015328e-01 3.933835427720929090e+00
8.120000000000000995e+00 8.645872791178940142e-01 3.944365167765914393e+00
8.130000000000000782e+00 9.061524502534660241e-01 3.954605793402622638e+00
8.140000000000000568e+00 9.467291793344780881e-01 3.964432267956774503e+00
8.150000000000000355e+00 9.862421671126440081e-01 3.973738594181079442e+00
8.160000000000000142e+00 1.024627653621568824e+00 3.982437816679455622e+00
8.169999999999999929e+00 1.061833130824590743e+00 3.990461537414097482e+00
8.179999999999999716e+00 1.097816825783960448e+00 3.997759029392544239e+00
8.189999999999999503e+00 1.132547001516979623e+00 4.004296033799895405e+00
8.199999999999999289e+00 1.166001122396633338e+00 4.010053324978611222e+00
8.210000000000000853e+00 1.198164928146312924e+00 4.015025122923503886e+00
8.220000000000000639e+00 1.229031456903137975e+00 4.019217425509324926e+00
8.230000000000000426e+00 1.258600053194206758e+00 4.022646323479699859e+00
8.240000000000000213e+00 1.286875391374179056e+00 4.025336350762347415e+00
8.250000000000000000e+00 1.313866539363713226e+00 4.027318911725663142e+00
8.259999999999999787e+00 1.339586081687259567e+00 4.028630816096957723e+00
8.269999999999999574e+00 1.364049315102928261e+00 4.029312941938880677e+00
8.279999999999999361e+00 1.387273527117319105e+00 4.029409041873038611e+00
8.290000000000000924e+00 1.409277356519215374e+00 4.028964687881953388e+00
8.300000000000000711e+00 1.430080240838766281e+00 4.028026361797632404e+00
8.310000000000000497e+00 1.449701947474774544e+00 4.026640683105095597e+00
8.320000000000000284e+00 1.468162181168984670e+00 4.024853760229647470e+00
8.330000000000000071e+00 1.485480262462895551e+00 4.022710655208891595e+00
8.339999999999999858e+00 1.501674871813392764e+00 4.020254952034694185e+00
8.349999999999999645e+00 1.516763848879940868e+00 4.017528410334946010e+00
8.359999999999999432e+00 1.530764041717744162e+00 4.014570695826615854e+00
8.370000000000000995e+00 1.543691197316376273e+00 4.011419173182097175e+00
8.380000000000000782e+00 1.555559887184234658e+00 4.008108751313016249e+00
8.390000000000000568e+00 1.566383461428829227e+00 4.004671770684213428e+00
8.400000000000000355e+00 1.576174026021997410e+00 4.001137924702423909e+00
8.410000000000000142e+00 1.584942437958101635e+00 3.997534207091633984e+00
8.419999999999999929e+00 1.592698314286773664e+00 3.993884879519953301e+00
8.429999999999999716e+00 1.599450051063195044e+00 3.990211453911095330e+00
8.439999999999999503e+00 1.605204848986574895e+00 3.986532684929273262e+00
8.449999999999999289e+00 1.609968743255062673e+00 3.982864569529900312e+00
8.460000000000000853e+00 1.613746635391277273e+00 3.979220350695822361e+00
8.470000000000000639e+00 1.616542324944068243e+00 3.975610522679393188e+00
8.480000000000000426e+00 1.618358539824538589e+00 3.972042836454030557e+00
8.490000000000000213e+00 1.619196964112958881e+00 3.968522304041943283e+00
8.500000000000000000e+00 1.619058262319461372e+00 3.965051200565052003e+00
8.509999999999999787e+00 1.617942099182526849e+00 3.961629063029267428e+00
8.519999999999999574e+00 1.615847155967804705e+00 3.958252687316818008e+00
8.529999999999999361e+00 1.612771140603583175e+00 3.954916119737530433e+00
8.540000000000000924e+00 1.608710793989595045e+00 3.951610646478145306e+00
8.550000000000000711e+00 1.603661891188845390e+00 3.948324779057057921e+00
8.560000000000000497e+00 1.597619238960787502e+00 3.945044237696789580e+00
8.570000000000000284e+00 1.590576668806128247e+00 3.941751931010752941e+00
8.580000000000000071e+00 1.582527027816354348e+00 3.938427935240719879e+00
8.589999999999999858e+00 1.573462167139396684e+00 3.935049472133753667e+00
8.599999999999999645e+00 1.563372929717792958e+00 3.931590887450307825e+00
8.609999999999999432e+00 1.552249138574356868e+00 3.928023631399595761e+00
8.620000000000000995e+00 1.540079587387140680e+00 3.924316243097935697e+00
8.630000000000000782e+00 1.526852035103520855e+00 3.920434340869407119e+00
8.640000000000000568e+00 1.512553206904137637e+00 3.916340621408984646e+00
8.650000000000000355e+00 1.497168803922361624e+00 3.911994870850503681e+00
8.660000000000000142e+00 1.480683524252872640e+00 3.907353990614135242e+00
8.669999999999999929e+00 1.463081098767013533e+00 3.902372044038193266e+00
8.679999999999999716e+00 1.444344344519964407e+00 3.897000326418730065e+00
8.689999999999999503e+00 1.424455239265516315e+00 3.891187464773538718e+00
8.700000000000001066e+00 1.403395021185108726e+00 3.884879553248937967e+00
8.710000000000000853e+00 1.381144316860539067e+00 3.878020329028565083e+00
8.720000000000000639e+00 1.357683301723449976e+00 3.870551396761402252e+00
8.730000000000000426e+00 1.332991896702471202e+00 3.862412506505638277e+00
8.740000000000000213e+00 1.307050002081557416e+00 3.853541890790517677e+00
8.750000000000000000e+00 1.279837774233006931e+00 3.843876667992744078e+00
8.759999999999999787e+00 1.251335945429250307e+00 3.833353316158522706e+00
8.769999999999999574e+00 1.221526184984526697e+00 3.821908217343480629e+00
8.779999999999999361e+00 1.190391502389996470e+00 3.809478274940373943e+00
8.790000000000000924e+00 1.157916693415650844e+00 3.796001606692411823e+00
8.800000000000000711e+00 1.124088816436884297e+00 3.781418300476423244e+00
8.810000000000000497e+00 1.088897698829066618e+00 3.765671230740570863e+00
8.820000000000000284e+00 1.052336461122875377e+00 3.748706920305896251e+00
8.830000000000000071e+00 1.014402049504808057e+00 3.730476435847922101e+00
8.839999999999999858e+00 9.750957626169728387e-01 3.710936293573754430e+00
8.849999999999999645e+00 9.344237588711339360e-01 3.690049355484185334e+00
8.859999999999999432e+00 8.923975291615763306e-01 3.667785691483588018e+00
8.870000000000000995e+00 8.490343196529904768e-01 3.644123380754734853e+00
8.880000000000000782e+00 8.043574902089136724e-01 3.619049227891554921e+00
8.890000000000000568e+00 7.583967946315087749e-01 3.592559367505114842e+00
8.900000000000000355e+00 7.111885729106542930e-01 3.564659737358485625e+00
8.910000000000000142e+00 6.627758461658636024e-01 3.535366400863026559e+00
8.919999999999999929e+00 6.132083094021877345e-01 3.504705705154895323e+00
8.929999999999999716e+00 5.625422217022826299e-01 3.472714269096883744e+00
8.939999999999999503e+00 5.108401942878447732e-01 3.439438797612548004e+00
8.950000000000001066e+00 4.581708838225826974e-01 3.404935728529276950e+00
8.960000000000000853e+00 4.046085941407847608e-01 3.369270716544541688e+00
8.970000000000000639e+00 3.502328015517369164e-01 3.332517972846098075e+00
8.980000000000000426e+00 2.951276121702226529e-01 3.294759475555609551e+00
8.990000000000000213e+00 2.393811629470647961e-01 3.256084069979432449e+00
9.000000000000000000e+00 1.830849817779324207e-01 3.216586482579018469e+00
9.009999999999999787e+00 1.263333154698884353e-01 3.176366266674437000e+00
9.019999999999999574e+00 6.922243913868775245e-02 3.135526704255598762e+00
9.029999999999999361e+00 1.184995794409360488e-02 3.094173684459140983e+00
9.040000000000000924e+00 -4.568589078546265309e-02 3.052414574943564940e+00
9.050000000000000711e+00 -1.032869243700687556e-01 3.010357107258492260e+00
9.060000000000000497e+00 -1.608556839026539509e-01 2.968108290230309976e+00
9.070000000000000284e+00 -2.182960785139088644e-01 2.925773365327464237e+00
9.080000000000000071e+00 -2.755139984382752316e-01 2.883454817449606189e+00
9.089999999999999858e+00 -3.324178918482059153e-01 2.841251450844854975e+00
9.099999999999999645e+00 -3.889193000335072758e-01 2.799257540580716963e+00
9.109999999999999432e+00 -4.449333471315415900e-01 2.757562066847811355e+00
9.120000000000000995e+00 -5.003791806187513069e-01 2.716248038667632425e+00
9.130000000000000782e+00 -5.551803583087492333e-01 2.675391913523450960e+00
9.140000000000000568e+00 -6.092651802791438920e-01 2.635063115430370750e+00
9.150000000000000355e+00 -6.625669632552176891e-01 2.595323655223654491e+00
9.160000000000000142e+00 -7.150242555522692278e-01 2.556227853759575730e+00
9.169999999999999929e+00 -7.665809926867599433e-01 2.517822167439781378e+00
9.179999999999999716e+00 -8.171865927118400208e-01 2.480145115218825858e+00
9.189999999999999503e+00 -8.667959942392038375e-01 2.443227302126426803e+00
9.200000000000001066e+00 -9.153696365371422061e-01 2.407091536028696854e+00
9.210000000000000853e+00 -9.628733874029541395e-01 2.371753029065600593e+00
9.220000000000000639e+00 -1.009278420016135103e+00 2.337219678011164259e+00
9.230000000000000426e+00 -1.054561045489366133e+00 2.303492412826674940e+00
9.240000000000000213e+00 -1.098702504508559885e+00 2.270565604788193248e+00
9.250000000000000000e+00 -1.141688725124049952e+00 2.238427522881983212e+00
9.259999999999999787e+00 -1.183510051645236816e+00 2.207060828484844972e+00
9.269999999999999574e+00 -1.224160952044902162e+00 2.176443096127822940e+00
9.279999999999999361e+00 -1.263639708172433762e+00 2.146547352768041428e+00
9.290000000000000924e+00 -1.301948097417418237e+00 2.117342621279984627e+00
9.300000000000000711e+00 -1.339091067808421354e+00 2.088794465135146883e+00
9.310000000000000497e+00 -1.375076416112942068e+00 2.060865518944587027e+00
9.320000000000000284e+00 -1.409914468140235133e+00 2.033516006411834720e+00
9.330000000000000071e+00 -1.443617770806503442e+00 2.006704231180893139e+00
9.339999999999999858e+00 -1.476200793268019673e+00 1.980387044794534646e+00
9.349999999999999645e+00 -1.507679644868503921e+00 1.954520280899100237e+00
9.359999999999999432e+00 -1.538071806946694320e+00 1.929059159860996298e+00
9.370000000000000995e+00 -1.567395883117367328e+00 1.903958658315260566e+00
9.380000000000000782e+00 -1.595671365825410026e+00 1.879173846460997943e+00
9.390000000000000568e+00 -1.622918420640893311e+00 1.854660192323980938e+00
9.400000000000000355e+00 -1.649157686654852295e+00 1.830373835199756050e+00
9.410000000000000142e+00 -1.674410092552093055e+00 1.806271829857553746e+00
9.419999999999999929e+00 -1.698696686367526798e+00 1.782312364596888576e+00
9.429999999999999716e+00 -1.722038478045390786e+00 1.758454954897789024e+00
9.439999999999999503e+00 -1.744456291946334447e+00 1.734660617251014836e+00
9.450000000000001066e+00 -1.765970628984399049e+00 1.710892023749918778e+00
9.460000000000000853e+00 -1.786601532011375726e+00 1.687113647516987891e+00
9.470000000000000639e+00 -1.806368459702734963e+00 1.663291890632512038e+00
9.480000000000000426e+00 -1.825290162048790021e+00 1.639395205271573674e+00
9.490000000000000213e+00 -1.843384550636382402e+00 1.615394218799618864e+00
9.500000000000000000e+00 -1.860668576503898608e+00 1.591261843758783545e+00
9.509999999999999787e+00 -1.877158094714782788e+00 1.566973402796739023e+00
9.519999999999999574e+00 -1.892867731190563951e+00 1.542506747483483265e+00
9.529999999999999361e+00 -1.907810740899932078e+00 1.517842386038911862e+00
9.540000000000000924e+00 -1.921998856067626438e+00 1.492963622350989006e+00
9.550000000000000711e+00 -1.935442134459904207e+00 1.467856694119831884e+00
9.560000000000000497e+00 -1.948148790420442422e+00 1.442510931629393145e+00
9.570000000000000284e+00 -1.960125028806051439e+00 1.416918913248559120e+00
9.580000000000000071e+00 -1.971374873063020505e+00 1.391076628710398388e+00
9.589999999999999858e+00 -1.981899988713913485e+00 1.364983648527028137e+00
9.599999999999999645e+00 -1.991699510640532633e+00 1.338643289693103755e+00
9.609999999999999432e+00 -2.000769883311496411e+00 1.312062766103778921e+00
9.620000000000000995e+00 -2.009104715896790960e+00 1.285253321157661555e+00
9.630000000000000782e+00 -2.016694659679755475e+00 1.258230332164333776e+00
9.640000000000000568e+00 -2.023527323700244018e+00 1.231013366230463202e+00
9.650000000000000355e+00 -2.029587233886876785e+00 1.203626180284908198e+00
9.660000000000000142e+00 -2.034855852411276977e+00 1.176096640640496904e+00
9.669999999999999929e+00 -2.039311664883926678e+00 1.148456553388587320e+00
9.679999999999999716e+00 -2.042930350864496702e+00 1.120741381443055351e+00
9.689999999999999503e+00 -2.045685042400536613e+00 1.092989838628365185e+00
9.700000000000001066e+00 -2.047546677679129790e+00 1.065243351647182646e+00
9.710000000000000853e+00 -2.048484452454800042e+00 1.037545380647005633e+00
9.720000000000000639e+00 -2.048466364524102357e+00 1.009940601680355821e+00
9.730000000000000426e+00 -2.047459831235650007e+00 9.824739743348238630e-01
9.740000000000000213e+00 -2.045432378118443584e+00 9.551896941138668939e-01
9.750000000000000000e+00 -2.042352358393008327e+00 9.281300794229148110e-01
9.759999999999999787e+00 -2.038189679033218127e+00 9.013344239794122137e-01
9.769999999999999574e+00 -2.032916503295811417e+00 8.748378541800848618e-01
9.779999999999999361e+00 -2.026507888457565798e+00 8.486702464054752815e-01
9.790000000000000924e+00 -2.018942330847875333e+00 8.228552430531795858e-01
9.800000000000000711e+00 -2.010202188295145742e+00 7.974094101329414208e-01
9.810000000000000497e+00 -2.000273959489262676e+00 7.723415675005042003e-01
9.820000000000000284e+00 -1.989148407788750461e+00 7.476523117439402011e-01
9.830000000000000071e+00 -1.976820525243255577e+00 7.233337418357159709e-01
9.839999999999999858e+00 -1.963289342921675340e+00 6.993693821565509783e-01
9.849999999999999645e+00 -1.948557600046840310e+00 6.757342880523176110e-01
9.859999999999999432e+00 -1.932631289980585754e+00 6.523953098912084192e-01
9.870000000000000995e+00 -1.915519105259258392e+00 6.293114840072077110e-01
9.880000000000000782e+00 -1.897231805060899168e+00 6.064345147546653658e-01
9.890000000000000568e+00 -1.877781527245472981e+00 5.837093110428297482e-01
9.900000000000000355e+00 -1.857181064959464889e+00 5.610745409450174082e-01
9.910000000000000142e+00 -1.835443124626401801e+00 5.384631694003878533e-01
9.919999999999999929e+00 -1.812579577309699985e+00 5.158029474724380448e-01
9.929999999999999716e+00 -1.788600710333932309e+00 4.930168252846095500e-01
9.939999999999999503e+00 -1.763514481574460335e+00 4.700232631184193544e-01
9.950000000000001066e+00 -1.737325773618012548e+00 4.467364177171292416e-01
9.960000000000000853e+00 -1.710035639905844951e+00 4.230661825550693922e-01
9.970000000000000639e+00 -1.681640529985258814e+00 3.989180607330692907e-01
9.980000000000000426e+00 -1.652131475906126745e+00 3.741928475124342013e-01
9.990000000000000213e+00 -1.621493215876515182e+00 3.487860957684938978e-01
1.000000000000000000e+01 -1.589703224860172570e+00 3.225873328518976124e-01
1.000999999999999979e+01 -1.556730614273625912e+00 2.954789888632244899e-01
1.001999999999999957e+01 -1.522534852446552511e+00 2.673349810771765700e-01
1.002999999999999936e+01 -1.487064244552122938e+00 2.380188883361117058e-01
1.004000000000000092e+01 -1.450254098939280034e+00 2.073816281663544980e-01
1.005000000000000071e+01 -1.412024481575526069e+00 1.752585169038937130e-01
1.006000000000000050e+01 -1.372277437746388218e+00 1.414655650305565171e-01
1.007000000000000028e+01 -1.330893542026067689e+00 1.057948336693873975e-01
1.008000000000000007e+01 -1.287727596116311268e+00 6.800862435805694883e-02
1.008999999999999986e+01 -1.242603310248118653e+00 2.783230199601150617e-02
1.009999999999999964e+01 -1.195306849281250861e+00 -1.505438217631456174e-02
1.010999999999999943e+01 -1.145579340663728685e+00 -6.102728652640790341e-02
1.012000000000000099e+01 -1.093109060032519064e+00 -1.105281363752499968e-01
1.013000000000000078e+01 -1.037525580287612881e+00 -1.640717695090164741e-01
1.014000000000000057e+01 -9.784018760923327562e-01 -2.222418858336232261e-01
1.015000000000000036e+01 -9.152785935066566347e-01 -2.856552807099542735e-01
1.016000000000000014e+01 -8.477403248601392827e-01 -3.548526177812002524e-01
1.016999999999999993e+01 -7.755937223265384484e-01 -4.300457760997877243e-01
1.017999999999999972e+01 -6.991850477940636521e-01 -5.106690908159313702e-01
1.018999999999999950e+01 -6.197483093334683613e-01 -5.948877539436685513e-01
1.020000000000000107e+01 -5.393890346724987683e-01 -6.796192083638696868e-01
1.021000000000000085e+01 -4.604008286314963394e-01 -7.614947212176689240e-01
1.022000000000000064e+01 -3.844102363150266322e-01 -8.380657200024275166e-01
1.023000000000000043e+01 -3.120951925820715234e-01 -9.082060538690970297e-01
1.024000000000000021e+01 -2.434414595153137073e-01 -9.717575046246833548e-01
1.025000000000000000e+01 -1.780944669918950729e-01 -1.029039028047835647e+00
1.025999999999999979e+01 -1.155900292236776428e-01 -1.080524193155212531e+00
1.026999999999999957e+01 -5.546509930808125183e-02 -1.126686054589138619e+00
1.027999999999999936e+01 2.700171193038712527e-03 -1.167938186218838270e+00
1.029000000000000092e+01 5.927194563979817227e-02 -1.204620185011815003e+00
1.030000000000000071e+01 1.145646705721343472e-01 -1.237001026426764794e+00
1.031000000000000050e+01 1.688469592489125481e-01 -1.265288387352179189e+00
1.032000000000000028e+01 2.223479294213408508e-01 -1.289639122136674976e+00
1.033000000000000007e+01 2.752627429313319052e-01 -1.310169142975468048e+00
1.033999999999999986e+01 3.277570228065098679e-01 -1.326962233216671061e+00
1.034999999999999964e+01 3.799701783723890558e-01 -1.340077793780767079e+00
1.035999999999999943e+01 4.320177933471661680e-01 -1.349557669161995710e+00
1.037000000000000099e+01 4.839932701107030333e-01 -1.355432217097132686e+00
1.038000000000000078e+01 5.359689139855287054e-01 -1.357725741399659070e+00
1.039000000000000057e+01 5.879966338606459342e-01 -1.356461362761685718e+00
1.040000000000000036e+01 6.401084195604772598e-01 -1.351665354130933361e+00
1.041000000000000014e+01 6.923167359177041513e-01 -1.343370928631303141e+00
1.041999999999999993e+01 7.446149557574858191e-01 -1.331621445263829528e+00
1.042999999999999972e+01 7.969779273581757417e-01 -1.316472989716113595e+00
1.043999999999999950e+01 8.493627533274823449e-01 -1.297996289669999248e+00
1.045000000000000107e+01 9.017098152774847275e-01 -1.276277947400594748e+00
1.046000000000000085e+01 9.539440622121854174e-01 -1.251420994776093032e+00
1.047000000000000064e+01 1.005976545348302054e+00 -1.223544808784157167e+00
1.048000000000000043e+01 1.057706163695931734e+00 -1.192784452114005633e+00
1.049000000000000021e+01 1.109021567142187914e+00 -1.159289528206253195e+00
1.050000000000000000e+01 1.159803156309818783e+00 -1.123222653808707783e+00
1.050999999999999979e+01 1.209925122104992035e+00 -1.084757649789602318e+00
1.051999999999999957e+01 1.259257467622235893e+00 -1.044077554884676351e+00
1.052999999999999936e+01 1.307667971874799662e+00 -1.001372542668894861e+00
1.054000000000000092e+01 1.355024062730876278e+00 -9.568378117443552267e-01
1.055000000000000071e+01 1.401194581817797546e+00 -9.106714908493024341e-01
1.056000000000000050e+01 1.446051424703456378e+00 -8.630726034030651306e-01
1.057000000000000028e+01 1.489471058646202550e+00 -8.142390927624785224e-01
1.058000000000000007e+01 1.531335911039908515e+00 -7.643659271878361361e-01
1.058999999999999986e+01 1.571535622681507371e+00 -7.136432930945222353e-01
1.059999999999999964e+01 1.609968157432626779e+00 -6.622548838686669326e-01
1.060999999999999943e+01 1.646540759084349936e+00 -6.103762999662628586e-01
1.062000000000000099e+01 1.681170738494223826e+00 -5.581735744314499925e-01
1.063000000000000078e+01 1.713786074040744012e+00 -5.058018489389956018e-01
1.064000000000000057e+01 1.744325809228886692e+00 -4.534042238469964681e-01
1.065000000000000036e+01 1.772740235185456203e+00 -4.011108050871901032e-01
1.066000000000000014e+01 1.798990851255980017e+00 -3.490379661641049847e-01
1.066999999999999993e+01 1.823050104668809013e+00 -2.972878367999742255e-01
1.067999999999999972e+01 1.844900918426690462e+00 -2.459480210031401715e-01
1.068999999999999950e+01 1.864536025219934778e+00 -1.950915368073730949e-01
1.070000000000000107e+01 1.881957131893508217e+00 -1.447769604906876673e-01
1.071000000000000085e+01 1.897173944232896980e+00 -9.504874946014717219e-02
1.072000000000000064e+01 1.910203084437636534e+00 -4.593771154368476300e-02
1.073000000000000043e+01 1.921066934094954659e+00 2.538415589887925428e-03
1.074000000000000021e+01 1.929792434396757406e+00 5.037431446710359528e-02
1.075000000000000000e+01 1.936409871003917926e+00 9.757640593160017695e-02
1.075999999999999979e+01 1.940951666270161358e+00 1.441621726269349812e-01
1.076999999999999957e+01 1.943451195501386897e+00 1.901595223177142135e-01
1.077999999999999936e+01 1.943941638143638073e+00 2.356062223419547463e-01
1.079000000000000092e+01 1.942454868467172968e+00 2.805494331686868570e-01
1.080000000000000071e+01 1.939020384007686060e+00 3.250453655327013025e-01
1.081000000000000050e+01 1.933664264935791577e+00 3.691590832833311908e-01
1.082000000000000028e+01 1.926408152639410343e+00 4.129644722659811529e-01
1.083000000000000007e+01 1.917268231448013172e+00 4.565443943759445733e-01
1.083999999999999986e+01 1.906254194789934520e+00 4.999910453959931500e-01
1.084999999999999964e+01 1.893368174316786279e+00 5.434065339461607858e-01
1.085999999999999943e+01 1.878603610942063629e+00 5.869036967804602822e-01
1.087000000000000099e+01 1.861944050121271621e+00 6.306071595693297782e-01
1.088000000000000078e+01 1.843361852356141695e+00 6.746546397067695322e-01
1.089000000000000057e+01 1.822816836469719037e+00 7.191984507657476211e-01
1.090000000000000036e+01 1.800254903487983560e+00 7.644071266659058228e-01
1.091000000000000014e+01 1.775606787505510820e+00 8.104669459680524657e-01
1.091999999999999993e+01 1.748787208789345016e+00 8.575829581773786181e-01
1.092999999999999972e+01 1.719694984737505816e+00 9.059787197048241314e-01
1.093999999999999950e+01 1.688215111655608780e+00 9.558933056893208491e-01
1.095000000000000107e+01 1.654224565710638473e+00 1.007573126197871760e+00
1.096000000000000085e+01 1.617604671155355334e+00 1.061254519046352263e+00
1.097000000000000064e+01 1.578264097334076022e+00 1.117131358149882514e+00
1.098000000000000043e+01 1.536176872082655187e+00 1.175301401764101916e+00
1.099000000000000021e+01 1.491436568022266984e+00 1.235689552782079259e+00
1.100000000000000000e+01 1.444316864969175107e+00 1.297961495674912369e+00
1.100999999999999979e+01 1.395309450365923798e+00 1.361468219533010782e+00
1.101999999999999957e+01 1.345097691470835244e+00 1.425279835199727785e+00
1.102999999999999936e+01 1.294447753261713352e+00 1.488335039925291259e+00
1.104000000000000092e+01 1.244058288041682836e+00 1.549649541229888294e+00
1.105000000000000071e+01 1.194445735057775737e+00 1.608476112647265310e+00
1.106000000000000050e+01 1.145909405336133835e+00 1.664354324605639368e+00
1.107000000000000028e+01 1.098561751262903119e+00 1.717069842177187278e+00
1.108000000000000007e+01 1.052384235405257717e+00 1.766578104154746365e+00
1.108999999999999986e+01 1.007279759234721350e+00 1.812932627124512752e+00
1.109999999999999964e+01 9.631108484216657217e-01 1.856232885513125819e+00
1.110999999999999943e+01 9.197237499700557928e-01 1.896591542723857104e+00
1.112000000000000099e+01 8.769621892415627729e-01 1.934115859426157824e+00
1.113000000000000078e+01 8.346745281314124076e-01 1.968898138230334327e+00
1.114000000000000057e+01 7.927170455864621657e-01 2.001011489075710692e+00
1.115000000000000036e+01 7.509550988518466363e-01 2.030508537590007379e+00
1.116000000000000014e+01 7.092632000995510166e-01 2.057421700985382795e+00
1.116999999999999993e+01 6.675246193201651579e-01 2.081764242411656696e+00
1.117999999999999972e+01 6.256308485221836468e-01 2.103531696191471401e+00
1.118999999999999950e+01 5.834811118091933757e-01 2.122703463792230405e+00
1.120000000000000107e+01 5.409820217763655625e-01 2.139244495933987800e+00
1.121000000000000085e+01 4.980474334212068310e-01 2.153107041168830449e+00
1.122000000000000064e+01 4.545985202143690285e-01 2.164232474074254231e+00
1.123000000000000043e+01 4.105640788206511571e-01 2.172553230327192164e+00
1.124000000000000021e+01 3.658810590823519671e-01 2.177994876688140291e+00
1.125000000000000000e+01 3.204953051840557787e-01 2.180478339342993177e+00
1.125999999999999979e+01 2.743624849562149581e-01 2.179922301597505996e+00
1.126999999999999957e+01 2.274491732210789374e-01 2.176245766476245347e+00
1.127999999999999936e+01 1.797340459359626497e-01 2.169370759207420285e+00
1.129000000000000092e+01 1.312091313124516545e-01 2.159225126151814056e+00
1.130000000000000071e+01 8.188105532048967072e-02 2.145745365216841005e+00
1.131000000000000050e+01 3.177221371215089435e-02 2.128879407347970876e+00
1.132000000000000028e+01 -1.907819934547767826e-02 2.108589256715665883e+00
1.133000000000000007e+01 -7.061337265500554350e-02 2.084853393599768623e+00
1.133999999999999986e+01 -1.227583284031034117e-01 2.057668847213563801e+00
1.134999999999999964e+01 -1.754196833430252955e-01 2.027052866286375377e+00
1.135999999999999943e+01 -2.284857595770896643e-01 1.993044113452523414e+00
