epoch,total,data,physics,initial,energy
100,0.08850190043449402,8.850190351950005e-05,0.46533235907554626,0.0,112.67463684082031
200,0.07910553365945816,7.910553540568799e-05,0.46433761715888977,0.0,110.69725036621094
300,0.049631789326667786,4.9631787987891585e-05,0.48276984691619873,0.0,109.84490966796875
400,0.04927930235862732,4.927930422127247e-05,0.5065189003944397,0.0,108.95557403564453
500,0.03418581187725067,3.418581036385149e-05,0.5283692479133606,0.0,108.06059265136719
600,0.01654740609228611,1.6547406630706973e-05,0.5359339714050293,0.0,107.04750061035156
700,0.07521849125623703,7.521849329350516e-05,0.542443573474884,0.0,105.25655364990234
800,0.04180315509438515,4.18031559092924e-05,0.5462661981582642,0.0,103.46458435058594
900,0.03217771276831627,3.217771154595539e-05,0.5489553213119507,0.0,101.73333740234375
1000,0.026241695508360863,2.6241696104989387e-05,0.5509814620018005,0.0,100.00920104980469
1100,0.22881434857845306,0.00022881434415467083,0.541327178478241,0.0,98.72451782226562
1200,0.0434672087430954,4.346720743342303e-05,0.5874810218811035,0.0,97.12805938720703
1300,0.02633531764149666,2.633531767060049e-05,0.5834040641784668,0.0,95.83970642089844
1400,0.03451978415250778,3.451978409430012e-05,0.5841084122657776,0.0,94.13988494873047
1500,0.08806876838207245,8.806876576272771e-05,0.5917216539382935,0.0,92.96527862548828
1600,0.04260209575295448,4.260209607309662e-05,0.6053491234779358,0.0,91.78269958496094
1700,0.02817556820809841,2.817556742229499e-05,0.6129969954490662,0.0,90.97529602050781
1800,0.028371237218379974,2.837123793142382e-05,0.6078230738639832,0.0,90.15117645263672
1900,0.019209545105695724,1.9209544916520827e-05,0.6008857488632202,0.0,89.57804870605469
2000,0.025063278153538704,2.5063278371817432e-05,0.5993982553482056,0.0,89.35370635986328
2100,0.038836125284433365,3.517076766001992e-05,0.03665357083082199,0.0,121.95803833007812
2200,0.0409100241959095,3.4559809137135744e-05,0.01587553694844246,0.0,131.5769500732422
2300,0.012723643332719803,7.769607691443525e-06,0.005504483822733164,0.0,130.4440155029297
2400,0.022544018924236298,1.9098039047094062e-05,0.002153736539185047,0.0,127.70845031738281
2500,0.01798340678215027,1.6060768757597543e-05,0.0007690548081882298,0.0,125.36344146728516
2600,0.01721888780593872,1.4896359061822295e-05,0.0006451469380408525,0.0,123.81405639648438
2700,0.01976090669631958,1.713880010356661e-05,0.0005351238651201129,0.0,112.95729064941406
2800,0.022269245237112045,1.9065872038481757e-05,0.0005005269777029753,0.0,102.03732299804688
2900,0.013000222854316235,1.0597609616525006e-05,0.0002966189058497548,0.0,95.67255401611328
3000,0.016292136162519455,1.319755392614752e-05,0.0003094581770710647,0.0,93.22344970703125
3100,0.008733974769711494,5.640537892759312e-06,0.00025565590476617217,0.0,92.7681884765625
3200,0.02777068130671978,2.3768932805978693e-05,0.0002778991183731705,0.0,91.60052490234375
3300,0.01817181520164013,1.3697598660655785e-05,0.0002647465153131634,0.0,93.6633529663086
3400,0.004970553331077099,1.4948336684028618e-06,0.0001773326366674155,0.0,93.01599884033203
3500,0.028438512235879898,2.1460708012455143e-05,0.0003101246547885239,0.0,93.04178619384766
3600,0.029959343373775482,2.3211836378322914e-05,0.0002635744458530098,0.0,94.60095977783203
3700,0.0308684129267931,1.2825119029002963e-06,0.0010237336391583085,0.0,94.34719848632812
3800,0.023992473259568214,4.2479868511691166e-07,0.0007273973315022886,0.0,92.24093627929688
3900,0.019840793684124947,7.941251283227757e-07,0.0005276085576042533,0.0,93.85252380371094
4000,0.015521273016929626,1.5206925354505074e-06,0.0003500145103316754,0.0,94.19821166992188
4100,0.02729601413011551,3.617911715991795e-06,0.000536918465513736,0.0,95.95606231689453
4200,0.021069210022687912,2.7976848286925815e-06,0.0003775108198169619,0.0,98.53568267822266
4300,0.0392884723842144,9.849511570791947e-07,0.000724074081517756,0.0,97.97002410888672
4400,0.022505685687065125,6.696014338558598e-07,0.0003790986957028508,0.0,98.97924041748047
4500,0.024520354345440865,8.121920700432383e-07,0.00037933059502393007,0.0,99.24684143066406
4600,0.012782545760273933,3.038447573544545e-07,0.0001845961669459939,0.0,99.52936553955078
4700,0.030867787078022957,6.610681566598942e-07,0.00041435827733948827,0.0,98.42483520507812
4800,0.041318196803331375,1.9510134734446183e-06,0.0005021324614062905,0.0,97.20528411865234
4900,0.054141778498888016,5.369504378904821e-06,0.0005799319478683174,0.0,96.79779815673828
5000,0.025547929108142853,1.4822678167547565e-05,0.00011916944640688598,0.0,97.56581115722656
5100,0.04302316904067993,1.3338202734303195e-05,0.00030889661866240203,0.0,96.8885269165039
5200,0.016991134732961655,3.3782957871153485e-06,0.00013293788651935756,0.0,96.27217864990234
5300,0.01887362077832222,3.1050894904183224e-06,0.00014479826495517045,0.0,94.11833190917969
5400,0.07317685335874557,4.546730451693293e-06,0.0005936861853115261,0.0,92.22674560546875
5500,0.037208084017038345,1.979211901925737e-06,0.0002875826321542263,0.0,91.3282241821289
