Name: Double Pendulum Windowed Sine-feature PINN
Method: fixed sine-feature PINN; Levenberg-Marquardt; sequential windows
Data file: /Users/kien-macbook/Desktop/Github-Kien/PINNs/Double-Pendulum/double_pendulum_data.dat
Observed through: 4.99 s
Prediction end: 20.0 s
Data step: 10
Training samples: 51
Observation intervals per window: 1
Forecast evaluation interval: (4.99, 20.0] s
Seed: 0
Precision: torch.float64
Feature count: 16
Retained feature rank: 13
Forecast window: 0.025
Physics points: 33
Independent validation points: 66
Physics tolerance: 1e-10
Maximum evaluations per window: 200
Completed windows: 651
Training runtime: 00:00:04
Observed R2 theta1: 1.000000000
Observed R2 theta2: 1.000000000
R2 theta1 extrapolation: 0.680487661
R2 theta2 extrapolation: 0.002482432
Future reference labels are used for evaluation/plots only.
Observed windows assimilate measured boundary angles and estimate velocities.
Forecast boundaries inherit all four predicted state components, without measurement resets.

window start end observed evaluations data_loss validation_physics_loss optimizer_status
319 11.69000000 11.71500000 0 5 0.000000e+00 4.620451e-23 3
320 11.71500000 11.74000000 0 5 0.000000e+00 4.798548e-23 3
321 11.74000000 11.76500000 0 5 0.000000e+00 5.994267e-23 3
322 11.76500000 11.79000000 0 5 0.000000e+00 1.132767e-22 3
323 11.79000000 11.81500000 0 5 0.000000e+00 2.782955e-22 3
324 11.81500000 11.84000000 0 5 0.000000e+00 5.573294e-22 3
325 11.84000000 11.86500000 0 5 0.000000e+00 5.657593e-22 3
326 11.86500000 11.89000000 0 6 0.000000e+00 1.889797e-22 3
327 11.89000000 11.91500000 0 5 0.000000e+00 6.507367e-23 3
328 11.91500000 11.94000000 0 5 0.000000e+00 1.994925e-22 3
329 11.94000000 11.96500000 0 5 0.000000e+00 2.054146e-22 3
330 11.96500000 11.99000000 0 5 0.000000e+00 1.580054e-22 3
331 11.99000000 12.01500000 0 5 0.000000e+00 1.189960e-22 3
332 12.01500000 12.04000000 0 5 0.000000e+00 9.224562e-23 3
333 12.04000000 12.06500000 0 5 0.000000e+00 7.323167e-23 3
334 12.06500000 12.09000000 0 5 0.000000e+00 5.904393e-23 3
335 12.09000000 12.11500000 0 5 0.000000e+00 4.837559e-23 3
336 12.11500000 12.14000000 0 5 0.000000e+00 4.062559e-23 3
337 12.14000000 12.16500000 0 5 0.000000e+00 3.525881e-23 3
338 12.16500000 12.19000000 0 5 0.000000e+00 3.165627e-23 3
339 12.19000000 12.21500000 0 5 0.000000e+00 2.918730e-23 3
340 12.21500000 12.24000000 0 5 0.000000e+00 2.740914e-23 3
341 12.24000000 12.26500000 0 5 0.000000e+00 2.622287e-23 3
342 12.26500000 12.29000000 0 5 0.000000e+00 2.610609e-23 3
343 12.29000000 12.31500000 0 5 0.000000e+00 2.863697e-23 3
344 12.31500000 12.34000000 0 5 0.000000e+00 3.703783e-23 3
345 12.34000000 12.36500000 0 5 0.000000e+00 5.303790e-23 3
346 12.36500000 12.39000000 0 5 0.000000e+00 6.601210e-23 3
347 12.39000000 12.41500000 0 5 0.000000e+00 5.584125e-23 3
348 12.41500000 12.44000000 0 5 0.000000e+00 3.079708e-23 3
349 12.44000000 12.46500000 0 5 0.000000e+00 2.116457e-23 3
350 12.46500000 12.49000000 0 5 0.000000e+00 2.539104e-23 3
351 12.49000000 12.51500000 0 5 0.000000e+00 2.711479e-23 3
352 12.51500000 12.54000000 0 5 0.000000e+00 2.411985e-23 3
353 12.54000000 12.56500000 0 5 0.000000e+00 1.987411e-23 3
354 12.56500000 12.59000000 0 5 0.000000e+00 1.622930e-23 3
355 12.59000000 12.61500000 0 5 0.000000e+00 1.354969e-23 3
356 12.61500000 12.64000000 0 5 0.000000e+00 1.170751e-23 3
357 12.64000000 12.66500000 0 5 0.000000e+00 1.052491e-23 3
358 12.66500000 12.69000000 0 5 0.000000e+00 9.894424e-24 3
359 12.69000000 12.71500000 0 5 0.000000e+00 9.829292e-24 3
360 12.71500000 12.74000000 0 5 0.000000e+00 1.052457e-23 3
361 12.74000000 12.76500000 0 5 0.000000e+00 1.245606e-23 3
362 12.76500000 12.79000000 0 5 0.000000e+00 1.648829e-23 3
363 12.79000000 12.81500000 0 5 0.000000e+00 2.375964e-23 3
364 12.81500000 12.84000000 0 5 0.000000e+00 3.489796e-23 3
365 12.84000000 12.86500000 0 5 0.000000e+00 4.861225e-23 3
366 12.86500000 12.89000000 0 5 0.000000e+00 6.072331e-23 3
367 12.89000000 12.91500000 0 5 0.000000e+00 6.563122e-23 3
368 12.91500000 12.94000000 0 5 0.000000e+00 6.027079e-23 3
369 12.94000000 12.96500000 0 5 0.000000e+00 4.668368e-23 3
370 12.96500000 12.99000000 0 5 0.000000e+00 3.115224e-23 3
371 12.99000000 13.01500000 0 5 0.000000e+00 2.043945e-23 3
372 13.01500000 13.04000000 0 5 0.000000e+00 1.797946e-23 3
373 13.04000000 13.06500000 0 5 0.000000e+00 2.274929e-23 3
374 13.06500000 13.09000000 0 5 0.000000e+00 3.052360e-23 3
375 13.09000000 13.11500000 0 5 0.000000e+00 3.672500e-23 3
376 13.11500000 13.14000000 0 5 0.000000e+00 3.870789e-23 3
377 13.14000000 13.16500000 0 5 0.000000e+00 3.644372e-23 3
378 13.16500000 13.19000000 0 5 0.000000e+00 3.148895e-23 3
379 13.19000000 13.21500000 0 5 0.000000e+00 2.564960e-23 3
380 13.21500000 13.24000000 0 5 0.000000e+00 2.018444e-23 3
381 13.24000000 13.26500000 0 5 0.000000e+00 1.567825e-23 3
382 13.26500000 13.29000000 0 5 0.000000e+00 1.223427e-23 3
383 13.29000000 13.31500000 0 5 0.000000e+00 9.726102e-24 3
384 13.31500000 13.34000000 0 5 0.000000e+00 7.945673e-24 3
385 13.34000000 13.36500000 0 5 0.000000e+00 6.705386e-24 3
386 13.36500000 13.39000000 0 5 0.000000e+00 5.850066e-24 3
387 13.39000000 13.41500000 0 5 0.000000e+00 5.266678e-24 3
388 13.41500000 13.44000000 0 5 0.000000e+00 4.875162e-24 3
389 13.44000000 13.46500000 0 5 0.000000e+00 4.619305e-24 3
390 13.46500000 13.49000000 0 5 0.000000e+00 4.460337e-24 3
391 13.49000000 13.51500000 0 5 0.000000e+00 4.369970e-24 3
392 13.51500000 13.54000000 0 5 0.000000e+00 4.328778e-24 3
393 13.54000000 13.56500000 0 5 0.000000e+00 4.324092e-24 3
394 13.56500000 13.59000000 0 5 0.000000e+00 4.348474e-24 3
395 13.59000000 13.61500000 0 5 0.000000e+00 4.402676e-24 3
396 13.61500000 13.64000000 0 5 0.000000e+00 4.492219e-24 3
397 13.64000000 13.66500000 0 5 0.000000e+00 4.631484e-24 3
398 13.66500000 13.69000000 0 5 0.000000e+00 4.841157e-24 3
399 13.69000000 13.71500000 0 5 0.000000e+00 5.145820e-24 3
400 13.71500000 13.74000000 0 5 0.000000e+00 5.575462e-24 3
401 13.74000000 13.76500000 0 5 0.000000e+00 6.157710e-24 3
402 13.76500000 13.79000000 0 5 0.000000e+00 6.914226e-24 3
403 13.79000000 13.81500000 0 5 0.000000e+00 7.854646e-24 3
404 13.81500000 13.84000000 0 5 0.000000e+00 8.967535e-24 3
405 13.84000000 13.86500000 0 5 0.000000e+00 1.022287e-23 3
406 13.86500000 13.89000000 0 5 0.000000e+00 1.156279e-23 3
407 13.89000000 13.91500000 0 5 0.000000e+00 1.292724e-23 3
408 13.91500000 13.94000000 0 5 0.000000e+00 1.427192e-23 3
409 13.94000000 13.96500000 0 5 0.000000e+00 1.566065e-23 3
410 13.96500000 13.99000000 0 5 0.000000e+00 1.748534e-23 3
411 13.99000000 14.01500000 0 5 0.000000e+00 2.131142e-23 3
412 14.01500000 14.04000000 0 5 0.000000e+00 3.263025e-23 3
413 14.04000000 14.06500000 0 5 0.000000e+00 6.583607e-23 3
414 14.06500000 14.09000000 0 5 0.000000e+00 1.356397e-22 3
415 14.09000000 14.11500000 0 5 0.000000e+00 2.039017e-22 3
416 14.11500000 14.14000000 0 5 0.000000e+00 1.679031e-22 3
417 14.14000000 14.16500000 0 5 0.000000e+00 6.385056e-23 3
418 14.16500000 14.19000000 0 5 0.000000e+00 4.756246e-23 3
419 14.19000000 14.21500000 0 5 0.000000e+00 8.991260e-23 3
420 14.21500000 14.24000000 0 5 0.000000e+00 1.077274e-22 3
421 14.24000000 14.26500000 0 5 0.000000e+00 1.031332e-22 3
422 14.26500000 14.29000000 0 5 0.000000e+00 9.315819e-23 3
423 14.29000000 14.31500000 0 5 0.000000e+00 8.450109e-23 3
424 14.31500000 14.34000000 0 5 0.000000e+00 7.958422e-23 3
425 14.34000000 14.36500000 0 5 0.000000e+00 8.074536e-23 3
426 14.36500000 14.39000000 0 5 0.000000e+00 9.274832e-23 3
427 14.39000000 14.41500000 0 5 0.000000e+00 1.236996e-22 3
428 14.41500000 14.44000000 0 5 0.000000e+00 1.758523e-22 3
429 14.44000000 14.46500000 0 6 0.000000e+00 2.165624e-22 3
430 14.46500000 14.49000000 0 5 0.000000e+00 1.765159e-22 3
431 14.49000000 14.51500000 0 5 0.000000e+00 7.119132e-23 3
432 14.51500000 14.54000000 0 5 0.000000e+00 2.609863e-23 3
433 14.54000000 14.56500000 0 5 0.000000e+00 5.372930e-23 3
434 14.56500000 14.59000000 0 5 0.000000e+00 7.491383e-23 3
435 14.59000000 14.61500000 0 5 0.000000e+00 7.141810e-23 3
436 14.61500000 14.64000000 0 5 0.000000e+00 5.878318e-23 3
437 14.64000000 14.66500000 0 5 0.000000e+00 4.626327e-23 3
438 14.66500000 14.69000000 0 5 0.000000e+00 3.625940e-23 3
439 14.69000000 14.71500000 0 5 0.000000e+00 2.877539e-23 3
440 14.71500000 14.74000000 0 5 0.000000e+00 2.329827e-23 3
441 14.74000000 14.76500000 0 5 0.000000e+00 1.931309e-23 3
442 14.76500000 14.79000000 0 5 0.000000e+00 1.638829e-23 3
443 14.79000000 14.81500000 0 5 0.000000e+00 1.420158e-23 3
444 14.81500000 14.84000000 0 5 0.000000e+00 1.251760e-23 3
445 14.84000000 14.86500000 0 5 0.000000e+00 1.117394e-23 3
446 14.86500000 14.89000000 0 5 0.000000e+00 1.006502e-23 3
447 14.89000000 14.91500000 0 5 0.000000e+00 9.125469e-24 3
448 14.91500000 14.94000000 0 5 0.000000e+00 8.319587e-24 3
449 14.94000000 14.96500000 0 5 0.000000e+00 7.628964e-24 3
450 14.96500000 14.99000000 0 5 0.000000e+00 7.050232e-24 3
451 14.99000000 15.01500000 0 5 0.000000e+00 6.591888e-24 3
452 15.01500000 15.04000000 0 5 0.000000e+00 6.280668e-24 3
453 15.04000000 15.06500000 0 5 0.000000e+00 6.171936e-24 3
454 15.06500000 15.09000000 0 5 0.000000e+00 6.345003e-24 3
455 15.09000000 15.11500000 0 5 0.000000e+00 6.850033e-24 3
456 15.11500000 15.14000000 0 5 0.000000e+00 7.594486e-24 3
457 15.14000000 15.16500000 0 5 0.000000e+00 8.262354e-24 3
458 15.16500000 15.19000000 0 5 0.000000e+00 8.470220e-24 3
459 15.19000000 15.21500000 0 5 0.000000e+00 8.123579e-24 3
460 15.21500000 15.24000000 0 5 0.000000e+00 7.550312e-24 3
461 15.24000000 15.26500000 0 5 0.000000e+00 7.160512e-24 3
462 15.26500000 15.29000000 0 5 0.000000e+00 7.137940e-24 3
463 15.29000000 15.31500000 0 5 0.000000e+00 7.441517e-24 3
464 15.31500000 15.34000000 0 5 0.000000e+00 7.984591e-24 3
465 15.34000000 15.36500000 0 5 0.000000e+00 8.744958e-24 3
466 15.36500000 15.39000000 0 5 0.000000e+00 9.785537e-24 3
467 15.39000000 15.41500000 0 5 0.000000e+00 1.124501e-23 3
468 15.41500000 15.44000000 0 5 0.000000e+00 1.331518e-23 3
469 15.44000000 15.46500000 0 5 0.000000e+00 1.623079e-23 3
470 15.46500000 15.49000000 0 5 0.000000e+00 2.021782e-23 3
471 15.49000000 15.51500000 0 5 0.000000e+00 2.539258e-23 3
472 15.51500000 15.54000000 0 5 0.000000e+00 3.161448e-23 3
473 15.54000000 15.56500000 0 5 0.000000e+00 3.831251e-23 3
474 15.56500000 15.59000000 0 5 0.000000e+00 4.443907e-23 3
475 15.59000000 15.61500000 0 5 0.000000e+00 4.868767e-23 3
476 15.61500000 15.64000000 0 5 0.000000e+00 5.001943e-23 3
477 15.64000000 15.66500000 0 5 0.000000e+00 4.827536e-23 3
478 15.66500000 15.69000000 0 5 0.000000e+00 4.434289e-23 3
479 15.69000000 15.71500000 0 5 0.000000e+00 3.978728e-23 3
480 15.71500000 15.74000000 0 5 0.000000e+00 3.647941e-23 3
481 15.74000000 15.76500000 0 5 0.000000e+00 3.908307e-23 3
482 15.76500000 15.79000000 0 5 0.000000e+00 7.277106e-23 3
483 15.79000000 15.81500000 0 5 0.000000e+00 2.432852e-22 3
484 15.81500000 15.84000000 0 5 0.000000e+00 9.260910e-22 3
485 15.84000000 15.86500000 0 5 0.000000e+00 4.160144e-22 3
486 15.86500000 15.89000000 0 6 0.000000e+00 3.311790e-22 3
487 15.89000000 15.91500000 0 5 0.000000e+00 1.116081e-22 3
488 15.91500000 15.94000000 0 5 0.000000e+00 3.204572e-22 3
489 15.94000000 15.96500000 0 5 0.000000e+00 2.691866e-22 3
490 15.96500000 15.99000000 0 5 0.000000e+00 1.823319e-22 3
491 15.99000000 16.01500000 0 5 0.000000e+00 1.319350e-22 3
492 16.01500000 16.04000000 0 5 0.000000e+00 1.035363e-22 3
493 16.04000000 16.06500000 0 5 0.000000e+00 8.526168e-23 3
494 16.06500000 16.09000000 0 5 0.000000e+00 7.234195e-23 3
495 16.09000000 16.11500000 0 5 0.000000e+00 6.346649e-23 3
496 16.11500000 16.14000000 0 5 0.000000e+00 5.808616e-23 3
497 16.14000000 16.16500000 0 5 0.000000e+00 5.519439e-23 3
498 16.16500000 16.19000000 0 5 0.000000e+00 5.333378e-23 3
499 16.19000000 16.21500000 0 5 0.000000e+00 5.114954e-23 3
500 16.21500000 16.24000000 0 5 0.000000e+00 4.787510e-23 3
501 16.24000000 16.26500000 0 5 0.000000e+00 4.344245e-23 3
502 16.26500000 16.29000000 0 5 0.000000e+00 3.824924e-23 3
503 16.29000000 16.31500000 0 5 0.000000e+00 3.285747e-23 3
504 16.31500000 16.34000000 0 5 0.000000e+00 2.774991e-23 3
505 16.34000000 16.36500000 0 5 0.000000e+00 2.324267e-23 3
506 16.36500000 16.39000000 0 5 0.000000e+00 1.947332e-23 3
507 16.39000000 16.41500000 0 5 0.000000e+00 1.643510e-23 3
508 16.41500000 16.44000000 0 5 0.000000e+00 1.403533e-23 3
509 16.44000000 16.46500000 0 5 0.000000e+00 1.213347e-23 3
510 16.46500000 16.49000000 0 5 0.000000e+00 1.057982e-23 3
511 16.49000000 16.51500000 0 5 0.000000e+00 9.265827e-24 3
512 16.51500000 16.54000000 0 5 0.000000e+00 8.189825e-24 3
513 16.54000000 16.56500000 0 5 0.000000e+00 7.459396e-24 3
514 16.56500000 16.59000000 0 5 0.000000e+00 7.157490e-24 3
515 16.59000000 16.61500000 0 5 0.000000e+00 7.182267e-24 3
516 16.61500000 16.64000000 0 5 0.000000e+00 7.261936e-24 3
517 16.64000000 16.66500000 0 5 0.000000e+00 7.167158e-24 3
518 16.66500000 16.69000000 0 5 0.000000e+00 6.851052e-24 3
519 16.69000000 16.71500000 0 5 0.000000e+00 6.422813e-24 3
520 16.71500000 16.74000000 0 5 0.000000e+00 6.019802e-24 3
521 16.74000000 16.76500000 0 5 0.000000e+00 5.735625e-24 3
522 16.76500000 16.79000000 0 5 0.000000e+00 5.608923e-24 3
523 16.79000000 16.81500000 0 5 0.000000e+00 5.639051e-24 3
524 16.81500000 16.84000000 0 5 0.000000e+00 5.811907e-24 3
525 16.84000000 16.86500000 0 5 0.000000e+00 6.107276e-24 3
526 16.86500000 16.89000000 0 5 0.000000e+00 6.508454e-24 3
527 16.89000000 16.91500000 0 5 0.000000e+00 6.999752e-24 3
528 16.91500000 16.94000000 0 5 0.000000e+00 7.567376e-24 3
529 16.94000000 16.96500000 0 5 0.000000e+00 8.200052e-24 3
530 16.96500000 16.99000000 0 5 0.000000e+00 8.895819e-24 3
531 16.99000000 17.01500000 0 5 0.000000e+00 9.675935e-24 3
532 17.01500000 17.04000000 0 5 0.000000e+00 1.062349e-23 3
533 17.04000000 17.06500000 0 5 0.000000e+00 1.199462e-23 3
534 17.06500000 17.09000000 0 5 0.000000e+00 1.451948e-23 3
535 17.09000000 17.11500000 0 5 0.000000e+00 2.016747e-23 3
536 17.11500000 17.14000000 0 5 0.000000e+00 3.333106e-23 3
537 17.14000000 17.16500000 0 5 0.000000e+00 5.924544e-23 3
538 17.16500000 17.19000000 0 5 0.000000e+00 9.246511e-23 3
539 17.19000000 17.21500000 0 6 0.000000e+00 1.035252e-22 3
540 17.21500000 17.24000000 0 5 0.000000e+00 7.011104e-23 3
541 17.24000000 17.26500000 0 5 0.000000e+00 2.832750e-23 3
542 17.26500000 17.29000000 0 5 0.000000e+00 2.331534e-23 3
543 17.29000000 17.31500000 0 5 0.000000e+00 4.345555e-23 3
544 17.31500000 17.34000000 0 5 0.000000e+00 6.158839e-23 3
545 17.34000000 17.36500000 0 5 0.000000e+00 7.049132e-23 3
546 17.36500000 17.39000000 0 5 0.000000e+00 7.289380e-23 3
547 17.39000000 17.41500000 0 5 0.000000e+00 7.236948e-23 3
548 17.41500000 17.44000000 0 5 0.000000e+00 7.284286e-23 3
549 17.44000000 17.46500000 0 5 0.000000e+00 8.046535e-23 3
550 17.46500000 17.49000000 0 5 0.000000e+00 1.046429e-22 3
551 17.49000000 17.51500000 0 5 0.000000e+00 1.508884e-22 3
552 17.51500000 17.54000000 0 5 0.000000e+00 1.962593e-22 3
553 17.54000000 17.56500000 0 5 0.000000e+00 1.784437e-22 3
554 17.56500000 17.59000000 0 5 0.000000e+00 9.027335e-23 3
555 17.59000000 17.61500000 0 5 0.000000e+00 3.590663e-23 3
556 17.61500000 17.64000000 0 5 0.000000e+00 5.067394e-23 3
557 17.64000000 17.66500000 0 5 0.000000e+00 7.175701e-23 3
558 17.66500000 17.69000000 0 5 0.000000e+00 7.311976e-23 3
559 17.69000000 17.71500000 0 5 0.000000e+00 6.445994e-23 3
560 17.71500000 17.74000000 0 5 0.000000e+00 5.431569e-23 3
561 17.74000000 17.76500000 0 5 0.000000e+00 4.553651e-23 3
562 17.76500000 17.79000000 0 5 0.000000e+00 3.850486e-23 3
563 17.79000000 17.81500000 0 5 0.000000e+00 3.291490e-23 3
564 17.81500000 17.84000000 0 5 0.000000e+00 2.836138e-23 3
565 17.84000000 17.86500000 0 5 0.000000e+00 2.451259e-23 3
566 17.86500000 17.89000000 0 5 0.000000e+00 2.114869e-23 3
567 17.89000000 17.91500000 0 5 0.000000e+00 1.814461e-23 3
568 17.91500000 17.94000000 0 5 0.000000e+00 1.545376e-23 3
569 17.94000000 17.96500000 0 5 0.000000e+00 1.306801e-23 3
570 17.96500000 17.99000000 0 5 0.000000e+00 1.100113e-23 3
571 17.99000000 18.01500000 0 5 0.000000e+00 9.262530e-24 3
572 18.01500000 18.04000000 0 5 0.000000e+00 7.855866e-24 3
573 18.04000000 18.06500000 0 5 0.000000e+00 6.765095e-24 3
574 18.06500000 18.09000000 0 5 0.000000e+00 5.965036e-24 3
575 18.09000000 18.11500000 0 5 0.000000e+00 5.415103e-24 3
576 18.11500000 18.14000000 0 5 0.000000e+00 5.069454e-24 3
577 18.14000000 18.16500000 0 5 0.000000e+00 4.879997e-24 3
578 18.16500000 18.19000000 0 5 0.000000e+00 4.798380e-24 3
579 18.19000000 18.21500000 0 5 0.000000e+00 4.783023e-24 3
580 18.21500000 18.24000000 0 5 0.000000e+00 4.795750e-24 3
581 18.24000000 18.26500000 0 5 0.000000e+00 4.808695e-24 3
582 18.26500000 18.29000000 0 5 0.000000e+00 4.799938e-24 3
583 18.29000000 18.31500000 0 5 0.000000e+00 4.760576e-24 3
584 18.31500000 18.34000000 0 5 0.000000e+00 4.693571e-24 3
585 18.34000000 18.36500000 0 5 0.000000e+00 4.612754e-24 3
586 18.36500000 18.39000000 0 5 0.000000e+00 4.541260e-24 3
587 18.39000000 18.41500000 0 5 0.000000e+00 4.510429e-24 3
588 18.41500000 18.44000000 0 5 0.000000e+00 4.555521e-24 3
589 18.44000000 18.46500000 0 5 0.000000e+00 4.716115e-24 3
590 18.46500000 18.49000000 0 5 0.000000e+00 5.040165e-24 3
591 18.49000000 18.51500000 0 5 0.000000e+00 5.589438e-24 3
592 18.51500000 18.54000000 0 5 0.000000e+00 6.450077e-24 3
593 18.54000000 18.56500000 0 5 0.000000e+00 7.750071e-24 3
594 18.56500000 18.59000000 0 5 0.000000e+00 9.660667e-24 3
595 18.59000000 18.61500000 0 5 0.000000e+00 1.240444e-23 3
596 18.61500000 18.64000000 0 5 0.000000e+00 1.623791e-23 3
597 18.64000000 18.66500000 0 5 0.000000e+00 2.134541e-23 3
598 18.66500000 18.69000000 0 5 0.000000e+00 2.774374e-23 3
599 18.69000000 18.71500000 0 5 0.000000e+00 3.506675e-23 3
600 18.71500000 18.74000000 0 5 0.000000e+00 4.243549e-23 3
601 18.74000000 18.76500000 0 5 0.000000e+00 4.852678e-23 3
602 18.76500000 18.79000000 0 5 0.000000e+00 5.195005e-23 3
603 18.79000000 18.81500000 0 5 0.000000e+00 5.193303e-23 3
604 18.81500000 18.84000000 0 5 0.000000e+00 4.892143e-23 3
605 18.84000000 18.86500000 0 5 0.000000e+00 4.457088e-23 3
606 18.86500000 18.89000000 0 5 0.000000e+00 4.081249e-23 3
607 18.89000000 18.91500000 0 5 0.000000e+00 3.870145e-23 3
608 18.91500000 18.94000000 0 5 0.000000e+00 3.846028e-23 3
609 18.94000000 18.96500000 0 5 0.000000e+00 4.302386e-23 3
610 18.96500000 18.99000000 0 5 0.000000e+00 8.294589e-23 3
611 18.99000000 19.01500000 0 6 0.000000e+00 4.053854e-22 3
612 19.01500000 19.04000000 0 6 0.000000e+00 4.725090e-22 3
613 19.04000000 19.06500000 0 6 0.000000e+00 2.551479e-21 3
614 19.06500000 19.09000000 0 6 0.000000e+00 3.373574e-22 3
615 19.09000000 19.11500000 0 5 0.000000e+00 2.253171e-22 3
616 19.11500000 19.14000000 0 5 0.000000e+00 4.365362e-22 3
617 19.14000000 19.16500000 0 5 0.000000e+00 2.862766e-22 3
618 19.16500000 19.19000000 0 5 0.000000e+00 1.783751e-22 3
619 19.19000000 19.21500000 0 5 0.000000e+00 1.278739e-22 3
620 19.21500000 19.24000000 0 5 0.000000e+00 1.029502e-22 3
621 19.24000000 19.26500000 0 5 0.000000e+00 8.741432e-23 3
622 19.26500000 19.29000000 0 5 0.000000e+00 7.507947e-23 3
623 19.29000000 19.31500000 0 5 0.000000e+00 6.484417e-23 3
624 19.31500000 19.34000000 0 5 0.000000e+00 5.739115e-23 3
625 19.34000000 19.36500000 0 5 0.000000e+00 5.313869e-23 3
626 19.36500000 19.39000000 0 5 0.000000e+00 5.142624e-23 3
627 19.39000000 19.41500000 0 5 0.000000e+00 5.079471e-23 3
628 19.41500000 19.44000000 0 5 0.000000e+00 4.974895e-23 3
629 19.44000000 19.46500000 0 5 0.000000e+00 4.736668e-23 3
630 19.46500000 19.49000000 0 5 0.000000e+00 4.346698e-23 3
631 19.49000000 19.51500000 0 5 0.000000e+00 3.842353e-23 3
632 19.51500000 19.54000000 0 5 0.000000e+00 3.285694e-23 3
633 19.54000000 19.56500000 0 5 0.000000e+00 2.735594e-23 3
634 19.56500000 19.59000000 0 5 0.000000e+00 2.232723e-23 3
635 19.59000000 19.61500000 0 5 0.000000e+00 1.800624e-23 3
636 19.61500000 19.64000000 0 5 0.000000e+00 1.445368e-23 3
637 19.64000000 19.66500000 0 5 0.000000e+00 1.162799e-23 3
638 19.66500000 19.69000000 0 5 0.000000e+00 9.451628e-24 3
639 19.69000000 19.71500000 0 5 0.000000e+00 7.815858e-24 3
640 19.71500000 19.74000000 0 5 0.000000e+00 6.624992e-24 3
641 19.74000000 19.76500000 0 5 0.000000e+00 5.790041e-24 3
642 19.76500000 19.79000000 0 5 0.000000e+00 5.235422e-24 3
643 19.79000000 19.81500000 0 5 0.000000e+00 4.895960e-24 3
644 19.81500000 19.84000000 0 5 0.000000e+00 4.714179e-24 3
645 19.84000000 19.86500000 0 5 0.000000e+00 4.640545e-24 3
646 19.86500000 19.89000000 0 5 0.000000e+00 4.631156e-24 3
647 19.89000000 19.91500000 0 5 0.000000e+00 4.649145e-24 3
648 19.91500000 19.94000000 0 5 0.000000e+00 4.668942e-24 3
649 19.94000000 19.96500000 0 5 0.000000e+00 4.673770e-24 3
650 19.96500000 19.99000000 0 5 0.000000e+00 4.660204e-24 3
651 19.99000000 20.00000000 0 5 0.000000e+00 4.507045e-24 3
