optimizer_updates,r2_theta1,r2_theta2
40201,0.998556458416915,0.9985468729570641
40301,0.9985619287351746,0.9985525651092162
40401,0.9985677881985664,0.9985586696400329
40501,0.9985739055931135,0.9985650485107815
40601,0.9985802172459826,0.9985716372142298
40701,0.9985866060596663,0.99857831180197
40801,0.9985930329103919,0.9985850355788841
40901,0.9985994861681822,0.9985917916360545
41001,0.9986053232537313,0.9985979245228038
41101,0.9986105596190271,0.9986034515922345
41201,0.9986154332360181,0.9986086002021608
41301,0.9986201768869146,0.9986136068908695
41401,0.9986247615523572,0.9986184532078365
41501,0.9986265973204681,0.99862038556289
41601,0.9986283410399676,0.9986222152950074
41701,0.9986303303969991,0.9986243133781625
41801,0.9986337518941436,0.9986279482505774
41901,0.998635611607216,0.9986299078187346
42001,0.9986374744642318,0.9986318737456814
42101,0.9986394510699572,0.9986339675230279
42201,0.9986415587421491,0.9986361824945285
42301,0.9986437225678403,0.9986384641596365
42401,0.9986456090324132,0.9986404732450889
42501,0.9986475807416698,0.9986425593789687
42601,0.9986496203788803,0.998644718574706
42701,0.99865134061001,0.9986465556644842
42801,0.9986527853848789,0.9986480933087937
42901,0.998654466394157,0.998649872365472
43001,0.9986563801569995,0.9986518952413728
43101,0.9986585149217672,0.99865414612847
43201,0.9986608388594862,0.9986565949388466
43301,0.9986633667896424,0.9986592537110158
43401,0.9986660932509509,0.9986621172444573
43501,0.9986690083334171,0.9986651826602287
43601,0.9986721100326967,0.9986684380178061
43701,0.9986753798033863,0.998671871411864
43801,0.9986788022527093,0.9986754611416699
43901,0.9986819930906075,0.9986788132118828
44001,0.9986843244546951,0.9986812597626137
44101,0.9986869294908391,0.9986839952262083
44201,0.9986897809850919,0.998686988998326
44301,0.9986928222385835,0.9986901885246866
44401,0.9986960255947469,0.9986935613172848
44501,0.9986993453249172,0.9986970614404036
44601,0.9987027151725311,0.9987006196064584
44701,0.9987060881831578,0.9987041866106874
44801,0.9987094212947386,0.998707718922305
44901,0.9987126846320102,0.9987111828566524
45001,0.9987158419602846,0.9987145387435203
45101,0.9987188929138504,0.9987177904488557
45201,0.9987218408971931,0.9987209365081157
45301,0.9987242342090137,0.9987234768255809
45401,0.998725211266952,0.9987245276576642
45501,0.998726343421178,0.9987257281323164
45601,0.9987277982364083,0.9987272818283847
45701,0.9987298763318685,0.9987294791243352
45801,0.9987320809393163,0.9987318180276741
45901,0.9987344441609269,0.9987343188670356
46001,0.9987369370151671,0.9987369552754289
46101,0.9987395108104,0.998739678439009
46201,0.9987421166146493,0.9987424356133391
46301,0.9987447246672371,0.9987451932572728
46401,0.9987473207986987,0.9987479416848793
46501,0.998749909709397,0.9987506812574722
46601,0.9987524976305525,0.9987534182195021
46701,0.9987550848582691,0.9987561536559069
46801,0.9987571975492855,0.9987583901928614
46901,0.998758929228531,0.9987602245530908
47001,0.9987604365231424,0.9987618237929379
47101,0.9987621307218226,0.9987636199204767
47201,0.9987639805151728,0.9987655837348104
47301,0.9987659620377867,0.9987676903087139
47401,0.998768056013151,0.9987699137690761
47501,0.998770227937071,0.9987722290318207
47601,0.9987724407640713,0.9987745930009185
47701,0.998774646144732,0.9987769509281144
47801,0.9987768007759317,0.9987792605262136
47901,0.9987789096931949,0.998781529268386
48001,0.9987809967690726,0.9987837758734883
48101,0.9987828779549046,0.9987858179760833
48201,0.998784559996858,0.9987876523724057
48301,0.9987858361870915,0.9987890839342911
48401,0.9987864176910133,0.99878969718776
48501,0.9987869864920372,0.9987903223312948
48601,0.998787648580368,0.9987910437262081
48701,0.998788400308216,0.9987918592765406
48801,0.9987892358215255,0.9987927627557389
48901,0.9987901548034284,0.9987937541374803
49001,0.9987911617878703,0.9987948376590956
49101,0.9987922523837068,0.9987960062552351
49201,0.9987934194072884,0.9987972611498956
49301,0.9987946698973901,0.998798599081688
49401,0.9987959956336099,0.9988000185868957
49501,0.9987973991535378,0.9988015155639833
49601,0.9987984858071566,0.9988026812386128
49701,0.9987994634930373,0.9988037254170886
49801,0.9988005564988972,0.9988048926608112
49901,0.9988017428192953,0.9988061638436688
50001,0.9988029978069536,0.9988075085242017
