# Time(s) Angle(rad) Angular Velocity(rad/s) Angular Acceleration(rad/s^2)
0.000000000000000000e+00 3.141592653589793116e-01 0.000000000000000000e+00 -3.090169943749474069e+00
1.000000000000000021e-02 3.138502483646043451e-01 -3.090169943749474304e-02 -3.071780020273553458e+00
2.000000000000000042e-02 3.132340533682020367e-01 -6.161949964023027970e-02 -3.050559583637658001e+00
2.999999999999999889e-02 3.123128024134359526e-01 -9.212509547660685527e-02 -3.026541231974904100e+00
4.000000000000000083e-02 3.110888973354724030e-01 -1.223905077963559074e-01 -2.999759234818291542e+00
5.000000000000000278e-02 3.095650163340269989e-01 -1.523881001445388239e-01 -2.970249530416296135e+00
5.999999999999999778e-02 3.077441103795399702e-01 -1.820905954487017642e-01 -2.938049728505033098e+00
7.000000000000000666e-02 3.056293994522024660e-01 -2.114710927337521140e-01 -2.903199118027491643e+00
8.000000000000000167e-02 3.032243686130621785e-01 -2.405030839140270271e-01 -2.865738679241671694e+00
8.999999999999999667e-02 3.005327639059977574e-01 -2.691604707064437219e-01 -2.825711099615892063e+00
1.000000000000000056e-01 2.975585880889717316e-01 -2.974175817026026847e-01 -2.783160792871356204e+00
1.100000000000000006e-01 2.943060961926585728e-01 -3.252491896313162156e-01 -2.738133920499498331e+00
1.199999999999999956e-01 2.907797909042954543e-01 -3.526305288363111856e-01 -2.690678415054816419e+00
1.300000000000000044e-01 2.869844177744268476e-01 -3.795373129868593876e-01 -2.640844004503099640e+00
1.400000000000000133e-01 2.829249602441079592e-01 -4.059457530318903995e-01 -2.588682236890235799e+00
1.499999999999999944e-01 2.786066344901000358e-01 -4.318325754007927286e-01 -2.534246504588297366e+00
1.600000000000000033e-01 2.740348840856332568e-01 -4.571750404466757289e-01 -2.477592067373420637e+00
1.700000000000000122e-01 2.692153744744291699e-01 -4.819509611204099708e-01 -2.418776073594151477e+00
1.799999999999999933e-01 2.641539872558656410e-01 -5.061387218563514478e-01 -2.357857578699452894e+00
1.900000000000000022e-01 2.588568142794321902e-01 -5.297172976433459635e-01 -2.294897560412417103e+00
2.000000000000000111e-01 2.533301515469574827e-01 -5.526662732474701967e-01 -2.229958929858789407e+00
2.099999999999999922e-01 2.475804929214969197e-01 -5.749658625460580819e-01 -2.163106537988630951e+00
2.200000000000000011e-01 2.416145236422374831e-01 -5.965969279259444313e-01 -2.094407176664599746e+00
2.300000000000000100e-01 2.354391136453115596e-01 -6.175409996925904643e-01 -2.023929573831194872e+00
2.399999999999999911e-01 2.290613106910025509e-01 -6.377802954309024219e-01 -1.951744382225651719e+00
2.500000000000000000e-01 2.224883332984709527e-01 -6.572977392531589302e-01 -1.877924161142630055e+00
2.600000000000000089e-01 2.157275634898250805e-01 -6.760769808645852308e-01 -1.802543350821054879e+00
2.700000000000000178e-01 2.087865393460971164e-01 -6.941024143727958506e-01 -1.725678239081974930e+00
